Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
"3Dfx Interactive, Inc.",02/01/1997,C000031322,3674,334413,5,12.20,54.80,5,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,-
"3Dfx Interactive, Inc.",02/01/1997,C000031322,3674,334413,5,12.20,54.80,5,Norwest Venture Partners,Norwest Venture Partners- Unspecified Fund,-
"3Dfx Interactive, Inc.",02/01/1997,C000031322,3674,334413,5,12.20,54.80,5,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,-
"3Dfx Interactive, Inc.",02/01/1997,C000031322,3674,334413,5,12.20,54.80,5,Undisclosed Firm,Undisclosed Fund,-
"3Dfx Interactive, Inc.",02/01/1997,C000031322,3674,334413,5,12.20,54.80,5,Venrock Inc,Venrock Associates - Unspecified Fund,-
"3-Dimensional Pharmaceuticals, Inc.",03/12/1997,C000072630,2836,325414,3,12.47,15.86,7,Abingworth Management Ltd,Abingworth Bioventures,2.50
"3-Dimensional Pharmaceuticals, Inc.",03/12/1997,C000072630,2836,325414,3,12.47,15.86,7,"Healthcare Ventures, LLC","HealthCare Ventures III, L.P.",0.39
"3-Dimensional Pharmaceuticals, Inc.",03/12/1997,C000072630,2836,325414,3,12.47,15.86,7,"Healthcare Ventures, LLC","HealthCare Ventures IV, L.P.",0.11
"3-Dimensional Pharmaceuticals, Inc.",03/12/1997,C000072630,2836,325414,3,12.47,15.86,7,Philadelphia Ventures Inc,Philadelphia Ventures - Unspecified Fund,-
"3-Dimensional Pharmaceuticals, Inc.",03/12/1997,C000072630,2836,325414,3,12.47,15.86,7,Rho Capital Partners Inc,RHO Management,3.20
"3-Dimensional Pharmaceuticals, Inc.",03/12/1997,C000072630,2836,325414,3,12.47,15.86,7,SENMED MEDICAL VENTURES,Senmed Medical Ventures,1.50
"3-Dimensional Pharmaceuticals, Inc.",03/12/1997,C000072630,2836,325414,3,12.47,15.86,7,State of Michigan Retirement Systems,"State of Michigan Retirement Systems, The",3.00
"3-Dimensional Pharmaceuticals, Inc.",08/01/1995,C000072630,2836,325414,1,3.00,7.40,3,"Healthcare Ventures, LLC",HealthCare Ventures LLC - Unspecified Fund,-
"3-Dimensional Pharmaceuticals, Inc.",08/01/1995,C000072630,2836,325414,1,3.00,7.40,3,Philadelphia Ventures Inc,Philadelphia Ventures - Unspecified Fund,-
"3-Dimensional Pharmaceuticals, Inc.",08/01/1995,C000072630,2836,325414,1,3.00,7.40,3,Rho Capital Partners Inc,"Rho Capital Partners, Inc. - Unspecified Fund",-
"911 Entertainment, Inc.",02/27/1997,C901238411,7389,561499,3,10.00,21.00,3,Phoenix Partners,Phoenix Partners - Unspecified Fund,-
"911 Entertainment, Inc.",02/27/1997,C901238411,7389,561499,3,10.00,21.00,3,Foundry Group LLC,SOFTBANK Technology Ventures IV,-
"911 Entertainment, Inc.",02/27/1997,C901238411,7389,561499,3,10.00,21.00,3,Undisclosed Firm,Undisclosed Fund,-
"A.G. Petzetakis Romania, Ltd.",07/01/1997,C901371112,-,-,1,-,2.42,1,Southeastern Europe Management Co Ltd,Danube Fund,0.81
"Abaton.com, Inc.",04/25/1997,C900430285,7374,518210,2,3.50,7.30,3,Acacia Venture Partners,Acacia Venture Partners,1.60
"Abaton.com, Inc.",04/25/1997,C900430285,7374,518210,2,3.50,7.30,3,Accel Partners & Co Inc,Accel V L.P.,1.29
"Abaton.com, Inc.",04/25/1997,C900430285,7374,518210,2,3.50,7.30,3,Humana Ventures,Humana Ventures - Unspecified Fund,-
"AbirNet, Ltd.",03/04/1997,C900674041,7372,334611,1,2.70,8.00,2,Advent International Corp,Advent International Corporation - Unspecified Fund,0.14
"AbirNet, Ltd.",03/04/1997,C900674041,7372,334611,1,2.70,8.00,2,Undisclosed Firm,Undisclosed Fund,-
"AboveNet Communications, Inc.",11/01/1997,C000062027,7375,519130,2,2.20,9.88,1,Undisclosed Firm,Undisclosed Fund,-
"AboveNet Communications, Inc.",01/01/1997,C000062027,7375,519130,1,0.41,1.22,1,Undisclosed Firm,Undisclosed Fund,-
"Abtox, Inc.",03/01/1997,C900377688,3845,334517,20,17.20,81.00,2,Child Health Investment Company LLC,"Child Health Investment I, LLC",0.06
"Abtox, Inc.",03/01/1997,C900377688,3845,334517,20,17.20,81.00,2,US Trust Private Equity,US Trust Private Equity Investors Fund,-
Academic Systems Corporation,07/01/1997,C901226527,7372,334611,5,15.00,40.00,6,Accel Partners & Co Inc,"Accel III, L.P.",-
Academic Systems Corporation,07/01/1997,C901226527,7372,334611,5,15.00,40.00,6,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,-
Academic Systems Corporation,07/01/1997,C901226527,7372,334611,5,15.00,40.00,6,Kleiner Perkins Caufield & Byers LLC,"Kleiner Perkins Caufield & Byers VI, L.P.",-
Academic Systems Corporation,07/01/1997,C901226527,7372,334611,5,15.00,40.00,6,Microsoft Corp,Microsoft,-
Academic Systems Corporation,07/01/1997,C901226527,7372,334611,5,15.00,40.00,6,Undisclosed Firm,Undisclosed Fund,-
Academic Systems Corporation,07/01/1997,C901226527,7372,334611,5,15.00,40.00,6,"Siguler Guff & Company, L.P",Vulcan Capital Management,-
ACADIA Pharmaceuticals Inc,02/01/1997,C900186959,2836,325414,1,6.00,9.93,2,Undisclosed Firm,Undisclosed Fund,-
ACADIA Pharmaceuticals Inc,02/01/1997,C900186959,2836,325414,1,6.00,9.93,2,Undisclosed Firm,Undisclosed Fund,-
ACADIA Pharmaceuticals Inc,07/01/1997,C900186959,2836,325414,2,3.00,18.54,2,Undisclosed Firm,Undisclosed Fund,-
ACADIA Pharmaceuticals Inc,07/01/1997,C900186959,2836,325414,2,3.00,18.54,2,Undisclosed Firm,Undisclosed Fund,-
"AccelGraphics, Inc.",04/01/1995,C000031192,3577,334119,1,5.70,7.50,6,Advanced Technology Ventures,Advanced Technology Ventures - Unspecified Fund,-
"AccelGraphics, Inc.",04/01/1995,C000031192,3577,334119,1,5.70,7.50,6,Associated Venture Investors,"Associated Venture Investors III, L.P.",0.19
"AccelGraphics, Inc.",04/01/1995,C000031192,3577,334119,1,5.70,7.50,6,Associated Venture Investors,"AVI Capital, L.P.",1.02
"AccelGraphics, Inc.",04/01/1995,C000031192,3577,334119,1,5.70,7.50,6,SUEZ VENTURES,"Indosuez Ventures, L.P.",-
"AccelGraphics, Inc.",04/01/1995,C000031192,3577,334119,1,5.70,7.50,6,Kubota Corp,Kubota Corporation,-
"AccelGraphics, Inc.",04/01/1995,C000031192,3577,334119,1,5.70,7.50,6,Woodside Fund,Woodside Fund III,-
Accelrys Inc,05/05/1995,C000003598,7372,511210,5,3.50,61.20,7,Abingworth Management Ltd,"Abingworth Management, Ltd. - Unspecified Fund",-
Accelrys Inc,05/05/1995,C000003598,7372,511210,5,3.50,61.20,7,Greylock Partners LLC,Greylock Partners - Unspecified Fund,-
Accelrys Inc,05/05/1995,C000003598,7372,511210,5,3.50,61.20,7,Institutional Venture Partners,Institutional Venture Partners - Unspecified Fund,-
Accelrys Inc,05/05/1995,C000003598,7372,511210,5,3.50,61.20,7,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,-
Accelrys Inc,05/05/1995,C000003598,7372,511210,5,3.50,61.20,7,Oak Investment Partners,Oak Investment Partners - Unspecified Fund,-
Accelrys Inc,05/05/1995,C000003598,7372,511210,5,3.50,61.20,7,Schering-Plough Corporation,Schering-Plough Corp. - Unspecified Fund,-
Accelrys Inc,05/05/1995,C000003598,7372,511210,5,3.50,61.20,7,"Vector Fund Management, L.P.","Vector Fund Management, L.P. - Unspecified Fund",-
"Accordant Health Services, Inc.",01/01/1995,C900544018,8093,621498,1,2.18,3.75,3,Delphi Ventures,Delphi Ventures - Unspecified Fund,-
"Accordant Health Services, Inc.",01/01/1995,C900544018,8093,621498,1,2.18,3.75,3,Institutional Venture Partners,Institutional Venture Partners - Unspecified Fund,-
"Accordant Health Services, Inc.",01/01/1995,C900544018,8093,621498,1,2.18,3.75,3,Intersouth Partners,Intersouth Partners - Unspecified Fund,-
"Accordant Health Services, Inc.",07/01/1996,C900544018,8093,621498,2,5.10,14.30,4,Delphi Ventures,Delphi Ventures - Unspecified Fund,-
"Accordant Health Services, Inc.",07/01/1996,C900544018,8093,621498,2,5.10,14.30,4,Institutional Venture Partners,Institutional Venture Partners - Unspecified Fund,-
"Accordant Health Services, Inc.",07/01/1996,C900544018,8093,621498,2,5.10,14.30,4,Intersouth Partners,Intersouth Partners - Unspecified Fund,-
"Accordant Health Services, Inc.",07/01/1996,C900544018,8093,621498,2,5.10,14.30,4,Polaris Venture Partners,"Polaris Venture Partners, L.P.",1.89
"Accountable Oncology Associates, Inc.",04/08/1996,C901359746,6324,524114,1,1.00,5.00,2,North Bridge Venture Partners LP,"North Bridge Venture Partners I, L.P.",0.48
"Accountable Oncology Associates, Inc.",04/08/1996,C901359746,6324,524114,1,1.00,5.00,2,Undisclosed Firm,Undisclosed Fund,-
"Accountable Oncology Associates, Inc.",10/02/1996,C901359746,6324,524114,2,1.50,5.00,2,North Bridge Venture Partners LP,"North Bridge Venture Partners I, L.P.",0.65
"Accountable Oncology Associates, Inc.",10/02/1996,C901359746,6324,524114,2,1.50,5.00,2,Undisclosed Firm,Undisclosed Fund,-
"Accountable Oncology Associates, Inc.",07/01/1997,C901359746,6324,524114,3,0.85,5.30,3,Salix Ventures LP,"CGJR Health Care Services, L.P.",-
"Accountable Oncology Associates, Inc.",07/01/1997,C901359746,6324,524114,3,0.85,5.30,3,Johnson & Johnson Innovation-JJDC Inc,Johnson & Johnson Development Corp.,-
"Accountable Oncology Associates, Inc.",07/01/1997,C901359746,6324,524114,3,0.85,5.30,3,North Bridge Venture Partners LP,"North Bridge Venture Partners I, L.P.",0.34
Accredited Home Lenders Holding Co,03/03/1995,C000084189,6162,522292,2,1.84,10.50,1,Enterprise Partners Management LLC,"Enterprise Partners III, L.P.",1.84
"Accrue Software, Inc.",04/01/1996,C000065041,7372,334611,1,0.52,2.40,4,Glynn Capital Management LLC,Glynn Capital Management LLC - Unspecified Fund,-
"Accrue Software, Inc.",04/01/1996,C000065041,7372,334611,1,0.52,2.40,4,"Headland Ventures, L.P.",Headland Ventures I,0.15
"Accrue Software, Inc.",04/01/1996,C000065041,7372,334611,1,0.52,2.40,4,Undisclosed Firm,Undisclosed Fund,0.02
"Accrue Software, Inc.",04/01/1996,C000065041,7372,334611,1,0.52,2.40,4,Undisclosed Firm,Undisclosed Fund,-
"Accrue Software, Inc.",11/27/1996,C000065041,7372,334611,3,4.00,11.44,3,"Headland Ventures, L.P.",Headland Ventures I,0.20
"Accrue Software, Inc.",11/27/1996,C000065041,7372,334611,3,4.00,11.44,3,Mohr Davidow Ventures,Mohr Davidow Ventures IV,2.00
"Accrue Software, Inc.",11/27/1996,C000065041,7372,334611,3,4.00,11.44,3,Undisclosed Firm,Undisclosed Fund,-
Accu Tech Corp,07/01/1996,C900454532,7373,541512,1,0.20,20.70,1,Cordova Ventures,Cordova Ventures - Unspecified Fund,-
Accumetric L L C,05/20/1997,C901076664,3829,325520,2,3.00,11.50,4,Kleiner Perkins Caufield & Byers LLC,"Kleiner Perkins Caufield & Byers VII, LP",1.33
Accumetric L L C,05/20/1997,C901076664,3829,325520,2,3.00,11.50,4,Medicus Venture Partners,Medicus Venture Partners - Unspecified Fund,1.40
Accumetric L L C,05/20/1997,C901076664,3829,325520,2,3.00,11.50,4,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,-
Accumetric L L C,05/20/1997,C901076664,3829,325520,2,3.00,11.50,4,Undisclosed Firm,Undisclosed Fund,-
"ACEO Technology, Inc.",02/10/1997,C900904453,7372,334611,1,2.00,22.00,1,Investar Capital Inc,"InveStar Dayspring Venture Capital, Inc.",2.00
Aclara BioSciences Inc.,11/15/1996,C000070539,2836,325414,2,1.40,5.00,6,Ampersand Capital Partners,"Ampersand 1992, LP (FKA: Specialty Materials & Chemicals II)",0.50
Aclara BioSciences Inc.,11/15/1996,C000070539,2836,325414,2,1.40,5.00,6,Ampersand Capital Partners,"Ampersand 1994, L.P. (FKA: Laboratory Partners I)",0.22
Aclara BioSciences Inc.,11/15/1996,C000070539,2836,325414,2,1.40,5.00,6,CMEA Development Company LLC,"Chemicals and Materials Enterprise Associates, L.P.",0.30
Aclara BioSciences Inc.,11/15/1996,C000070539,2836,325414,2,1.40,5.00,6,Undisclosed Firm,Undisclosed Fund,-
Aclara BioSciences Inc.,11/15/1996,C000070539,2836,325414,2,1.40,5.00,6,Undisclosed Firm,Undisclosed Fund,-
Aclara BioSciences Inc.,11/15/1996,C000070539,2836,325414,2,1.40,5.00,6,Undisclosed Firm,Undisclosed Fund,-
Aclara BioSciences Inc.,04/01/1997,C000070539,2836,325414,3,0.50,7.52,1,Johnson & Johnson Innovation-JJDC Inc,Johnson & Johnson Development Corporation - Unspecified Fund,0.50
"AcryMed, Inc.",10/01/1996,C900187879,3841,339112,3,1.50,4.00,2,Fluke Venture Partners,"Fluke Venture Partners/FCM, L.P.",-
"AcryMed, Inc.",10/01/1996,C900187879,3841,339112,3,1.50,4.00,2,Pacific Northwest Partners SBIC LP,Pacific Northwest Partners-Unspecified Fund,-
"Acta Technology, Inc.",10/01/1996,C900430800,7372,334611,1,2.00,2.00,4,Greylock Partners LLC,Greylock Partners - Unspecified Fund,1.00
"Acta Technology, Inc.",10/01/1996,C900430800,7372,334611,1,2.00,2.00,4,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,0.10
"Acta Technology, Inc.",10/01/1996,C900430800,7372,334611,1,2.00,2.00,4,U.S. Venture Partners,"U.S. Venture Partners V, L.P.",0.90
"Acta Technology, Inc.",10/01/1996,C900430800,7372,334611,1,2.00,2.00,4,Undisclosed Firm,Undisclosed Fund,-
Actiance Inc,11/17/1997,C900544919,7372,511210,1,3.50,7.00,2,Institutional Venture Partners,Institutional Venture Partners VII,-
Actiance Inc,11/17/1997,C900544919,7372,511210,1,3.50,7.00,2,Mohr Davidow Ventures,Mohr Davidow Ventures IV,1.53
"Active Power, Inc.",05/01/1996,C000072680,3625,335314,2,3.75,12.73,3,Advent International Corp,Advent International Corporation - Unspecified Fund,1.25
"Active Power, Inc.",05/01/1996,C000072680,3625,335314,2,3.75,12.73,3,Austin Ventures,Austin Ventures IV,1.25
"Active Power, Inc.",05/01/1996,C000072680,3625,335314,2,3.75,12.73,3,SSM Partners LP,"SSM Venture Partners, L.P.",1.25
"Active Power, Inc.",07/29/1997,C000072680,3625,335314,3,6.00,31.92,4,Advent International Corp,Advent International Corporation - Unspecified Fund,1.00
"Active Power, Inc.",07/29/1997,C000072680,3625,335314,3,6.00,31.92,4,Austin Ventures,"Austin Ventures, L.P. - Unspecified Fund",2.00
"Active Power, Inc.",07/29/1997,C000072680,3625,335314,3,6.00,31.92,4,Centerpoint Venture Partners LP,CenterPoint Venture Partners,2.00
"Active Power, Inc.",07/29/1997,C000072680,3625,335314,3,6.00,31.92,4,SSM Partners LP,"SSM Venture Partners, L.P.",1.00
"Active Power, Inc.",03/01/1995,C000072680,3625,335314,1,0.87,1.16,2,SSM Partners LP,"SSM Venture Partners, L.P.",0.40
"Active Power, Inc.",03/01/1995,C000072680,3625,335314,1,0.87,1.16,2,Undisclosed Firm,Undisclosed Fund,-
Active Services Corporation,08/25/1995,C900188034,8059,623110,1,6.10,10.90,4,Essex Woodlands Management Inc,"Essex Woodlands Health Ventures Fund III, L.P.",-
Active Services Corporation,08/25/1995,C900188034,8059,623110,1,6.10,10.90,4,Coleman Swenson Booth Inc,"Franklin Capital Associates III, L.P.",2.50
Active Services Corporation,08/25/1995,C900188034,8059,623110,1,6.10,10.90,4,Hickory Venture Capital Corp,Hickory Venture Capital Corporation -Unspecified Fund,-
Active Services Corporation,08/25/1995,C900188034,8059,623110,1,6.10,10.90,4,Undisclosed Firm,Undisclosed Fund,-
Active Services Corporation,07/01/1997,C900188034,8059,623110,2,4.50,20.00,3,Essex Woodlands Management Inc,"Essex Woodlands Health Ventures Fund III, L.P.",-
Active Services Corporation,07/01/1997,C900188034,8059,623110,2,4.50,20.00,3,Coleman Swenson Booth Inc,"Franklin Capital Associates III, L.P.",1.00
Active Services Corporation,07/01/1997,C900188034,8059,623110,2,4.50,20.00,3,Hickory Venture Capital Corp,Hickory Venture Capital Corporation -Unspecified Fund,-
"Active Software, Inc.",02/01/1996,C000065382,7372,334611,1,4.46,6.81,5,Enterprise Partners Management LLC,Enterprise Partners Venture Capital - Unspecified Fund,1.66
"Active Software, Inc.",02/01/1996,C000065382,7372,334611,1,4.46,6.81,5,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,1.51
"Active Software, Inc.",02/01/1996,C000065382,7372,334611,1,4.46,6.81,5,Kleiner Perkins Caufield & Byers LLC,"Kleiner Perkins Caufield & Byers VII, LP",0.44
"Active Software, Inc.",02/01/1996,C000065382,7372,334611,1,4.46,6.81,5,Sierra Ventures,Sierra Ventures - Unspecified Fund,0.50
"Active Software, Inc.",02/01/1996,C000065382,7372,334611,1,4.46,6.81,5,Undisclosed Firm,Undisclosed Fund,0.35
"Active Software, Inc.",01/01/1997,C000065382,7372,334611,2,7.00,30.00,5,Robertson Stephens & Co,"Bayview Investors, Ltd.",0.20
"Active Software, Inc.",01/01/1997,C000065382,7372,334611,2,7.00,30.00,5,Enterprise Partners Management LLC,"Enterprise Partners III, L.P.",1.07
"Active Software, Inc.",01/01/1997,C000065382,7372,334611,2,7.00,30.00,5,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,-
"Active Software, Inc.",01/01/1997,C000065382,7372,334611,2,7.00,30.00,5,Trilantic Capital Management LP,Lehman Brothers,-
"Active Software, Inc.",01/01/1997,C000065382,7372,334611,2,7.00,30.00,5,Sierra Ventures,"Sierra Ventures V, L.P.",-
"Active Software, Inc.",04/01/1997,C000065382,7372,334611,3,7.01,25.21,7,Enterprise Partners Management LLC,Enterprise Partners Venture Capital - Unspecified Fund,1.07
"Active Software, Inc.",04/01/1997,C000065382,7372,334611,3,7.01,25.21,7,Kleiner Perkins Caufield & Byers LLC,"Kleiner Perkins Caufield & Byers VII, LP",1.00
"Active Software, Inc.",04/01/1997,C000065382,7372,334611,3,7.01,25.21,7,Sierra Ventures,Sierra Ventures - Unspecified Fund,1.00
"Active Software, Inc.",04/01/1997,C000065382,7372,334611,3,7.01,25.21,7,"Tenaya Capital, Inc.","Tenaya Capital, Inc. - Unspecified Fund",2.99
"Active Software, Inc.",04/01/1997,C000065382,7372,334611,3,7.01,25.21,7,Undisclosed Firm,Undisclosed Fund,0.23
"Active Software, Inc.",04/01/1997,C000065382,7372,334611,3,7.01,25.21,7,Undisclosed Firm,Undisclosed Fund,0.50
"Active Software, Inc.",04/01/1997,C000065382,7372,334611,3,7.01,25.21,7,Undisclosed Firm,Undisclosed Fund,-
Actuate Corp,01/01/1996,C000047446,7372,511210,3,4.00,30.00,3,Accel Partners & Co Inc,Accel IV L.P.,1.49
Actuate Corp,01/01/1996,C000047446,7372,511210,3,4.00,30.00,3,Mohr Davidow Ventures,Mohr Davidow Ventures III,0.60
Actuate Corp,01/01/1996,C000047446,7372,511210,3,4.00,30.00,3,Sequoia Capital,Sequoia Capital - Unspecified Fund,-
Actuate Corp,04/23/1997,C000047446,7372,511210,4,5.90,65.00,4,Accel Partners & Co Inc,Accel IV L.P.,1.64
Actuate Corp,04/23/1997,C000047446,7372,511210,4,5.90,65.00,4,Mohr Davidow Ventures,Mohr Davidow Ventures III,0.66
Actuate Corp,04/23/1997,C000047446,7372,511210,4,5.90,65.00,4,Sequoia Capital,Sequoia Capital - Unspecified Fund,-
Actuate Corp,04/23/1997,C000047446,7372,511210,4,5.90,65.00,4,Technology Crossover Ventures LP,Technology Crossover Ventures II,0.55
Acuity Cimatrix Inc,07/01/1995,C000003924,3823,334513,1,2.00,161.22,1,ABS Ventures,ABS Ventures III,2.00
Acusphere Inc,11/04/1997,C900423975,2834,325412,5,10.25,42.71,9,Burr Egan Deleage And Co,"Alta V, L.P.",-
Acusphere Inc,11/04/1997,C900423975,2834,325412,5,10.25,42.71,9,BancBoston Capital/BancBoston Ventures,BancBoston Ventures,-
Acusphere Inc,11/04/1997,C900423975,2834,325412,5,10.25,42.71,9,CIT Group Inc,CIT Group Inc. - Unspecified Fund,-
Acusphere Inc,11/04/1997,C900423975,2834,325412,5,10.25,42.71,9,Boston University Technology Development Fund,OTD Fund/Boston University,0.24
Acusphere Inc,11/04/1997,C900423975,2834,325412,5,10.25,42.71,9,Polaris Venture Partners,"Polaris Venture Partners, L.P.",1.10
Acusphere Inc,11/04/1997,C900423975,2834,325412,5,10.25,42.71,9,Prism Ventureworks,"Prism Venture Partners I, L.P.",3.50
Acusphere Inc,11/04/1997,C900423975,2834,325412,5,10.25,42.71,9,Scale Venture Partners,Scale Venture Partners - Unspecified Fund,-
Acusphere Inc,11/04/1997,C900423975,2834,325412,5,10.25,42.71,9,Technology Funding,Technology Funding - Unspecified Fund,-
Acusphere Inc,11/04/1997,C900423975,2834,325412,5,10.25,42.71,9,Venture Capital Fund of New England,Venture Capital Fund of New England III,0.10
Adaptive Strategies Inc,06/05/1995,C900904724,7373,541512,1,-,8.00,1,TL Ventures Inc,Technology Leaders II,1.00
Aderis Pharmaceuticals Inc,11/03/1995,C000081815,2836,325414,1,6.30,17.00,3,Alliance Technology Ventures,Alliance Technology Ventures,-
Aderis Pharmaceuticals Inc,11/03/1995,C000081815,2836,325414,1,6.30,17.00,3,GoldPoint Partners LLC,GoldPoint Partners LLC - Unspecified Fund,-
Aderis Pharmaceuticals Inc,11/03/1995,C000081815,2836,325414,1,6.30,17.00,3,Sanderling Ventures,Sanderling Ventures - Unspecified Fund,-
"Adesso Healthcare Technology, Inc.",01/01/1996,C900679810,6411,524210,2,3.32,5.89,2,Sequoia Capital,Sequoia Capital - Unspecified Fund,-
"Adesso Healthcare Technology, Inc.",01/01/1996,C900679810,6411,524210,2,3.32,5.89,2,Technology Funding,Technology Funding - Unspecified Fund,-
"Adesso Healthcare Technology, Inc.",01/10/1997,C900679810,6411,524210,3,5.29,17.85,6,"New Enterprise Associates, Inc.",NEA Presidents Fund,0.08
"Adesso Healthcare Technology, Inc.",01/10/1997,C900679810,6411,524210,3,5.29,17.85,6,"New Enterprise Associates, Inc.",New Enterprise Associates VII,2.66
"Adesso Healthcare Technology, Inc.",01/10/1997,C900679810,6411,524210,3,5.29,17.85,6,Sequoia Capital,Sequoia Capital - Unspecified Fund,1.10
"Adesso Healthcare Technology, Inc.",01/10/1997,C900679810,6411,524210,3,5.29,17.85,6,Technology Funding,Technology Funding - Unspecified Fund,1.10
"Adesso Healthcare Technology, Inc.",01/10/1997,C900679810,6411,524210,3,5.29,17.85,6,Undisclosed Firm,Undisclosed Fund,0.35
"Adesso Healthcare Technology, Inc.",01/10/1997,C900679810,6411,524210,3,5.29,17.85,6,Undisclosed Firm,Undisclosed Fund,-
"Adesso Healthcare Technology, Inc.",12/10/1997,C900679810,6411,524210,4,10.05,34.39,6,InterWest Partners LLC,InterWest Partners VI,4.94
"Adesso Healthcare Technology, Inc.",12/10/1997,C900679810,6411,524210,4,10.05,34.39,6,"New Enterprise Associates, Inc.",New Enterprise Associates VII,2.00
"Adesso Healthcare Technology, Inc.",12/10/1997,C900679810,6411,524210,4,10.05,34.39,6,Sequoia Capital,Sequoia Capital - Unspecified Fund,1.00
"Adesso Healthcare Technology, Inc.",12/10/1997,C900679810,6411,524210,4,10.05,34.39,6,Technology Funding,Technology Funding - Unspecified Fund,1.50
"Adesso Healthcare Technology, Inc.",12/10/1997,C900679810,6411,524210,4,10.05,34.39,6,Undisclosed Firm,Undisclosed Fund,0.50
"Adesso Healthcare Technology, Inc.",12/10/1997,C900679810,6411,524210,4,10.05,34.39,6,Undisclosed Firm,Undisclosed Fund,-
Adexa Inc,07/01/1997,C903068598,7372,334611,1,4.87,16.67,4,Sutter Hill Ventures,Sutter Hill Ventures,3.73
Adexa Inc,07/01/1997,C903068598,7372,334611,1,4.87,16.67,4,Undisclosed Firm,Undisclosed Fund,0.33
Adexa Inc,07/01/1997,C903068598,7372,334611,1,4.87,16.67,4,Undisclosed Firm,Undisclosed Fund,-
Adexa Inc,07/01/1997,C903068598,7372,334611,1,4.87,16.67,4,Undisclosed Firm,Undisclosed Fund,0.05
"AdForce, Inc.",12/01/1996,C000063890,7311,541810,2,2.58,5.41,3,Sandler Capital Management,"21st Century Communications Partners, L.P.",1.25
"AdForce, Inc.",12/01/1996,C000063890,7311,541810,2,2.58,5.41,3,Hummer Winblad Venture Partner,Hummer Winblad Venture Partners - Unspecified Fund,1.25
