Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
3vr Security Inc,10/09/2006,C901678377,7382,334515,4,6.00,75.64,4,In Q Tel Inc,In-Q-Tel - Unspecified Fund,-
3vr Security Inc,10/09/2006,C901678377,7382,334515,4,6.00,75.64,4,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,-
3vr Security Inc,10/09/2006,C901678377,7382,334515,4,6.00,75.64,4,Vantagepoint Management Inc,VantagePoint Venture Partners,-
3vr Security Inc,04/09/2007,C901678377,7382,334515,5,0.53,76.17,3,Duff Ackerman & Goodrich LLC,"DAG Ventures, L.P.",-
3vr Security Inc,04/09/2007,C901678377,7382,334515,5,0.53,76.17,3,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,-
3vr Security Inc,04/09/2007,C901678377,7382,334515,5,0.53,76.17,3,Vantagepoint Management Inc,VantagePoint Venture Partners,-
41st Parameter Inc,06/15/2007,C901792774,7372,334611,3,10.07,49.75,3,Icon Ventures,JAFCO Technology Partners II,-
41st Parameter Inc,06/15/2007,C901792774,7372,334611,3,10.07,49.75,3,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,-
41st Parameter Inc,06/15/2007,C901792774,7372,334611,3,10.07,49.75,3,Norwest Venture Partners,Norwest Venture Partners IX,2.99
"4Home, Inc.",10/01/2008,C903038209,7371,541511,4,1.00,18.91,1,Pond Venture Partners Ltd,"Pond Venture Nominees III, Ltd.",-
4info Inc,06/20/2007,C901793985,4899,541613,4,10.12,69.26,6,Draper Fisher Jurvetson,Draper Fisher Jurvetson - Unspecified Fund,1.20
4info Inc,06/20/2007,C901793985,4899,541613,4,10.12,69.26,6,Sand Hill Capital,Sand Hill Capital - Unspecified Fund,2.00
4info Inc,06/20/2007,C901793985,4899,541613,4,10.12,69.26,6,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,1.80
4info Inc,06/20/2007,C901793985,4899,541613,4,10.12,69.26,6,Undisclosed Firm,Undisclosed Fund,-
4info Inc,06/20/2007,C901793985,4899,541613,4,10.12,69.26,6,Undisclosed Firm,Undisclosed Fund,-
4info Inc,06/20/2007,C901793985,4899,541613,4,10.12,69.26,6,Undisclosed Firm,Undisclosed Fund,-
4info Inc,10/31/2007,C901793985,4899,541613,5,2.50,72.20,4,Draper Fisher Jurvetson,Draper Fisher Jurvetson - Unspecified Fund,-
4info Inc,10/31/2007,C901793985,4899,541613,5,2.50,72.20,4,Comcast Ventures,Peacock Equity,-
4info Inc,10/31/2007,C901793985,4899,541613,5,2.50,72.20,4,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,-
4info Inc,10/31/2007,C901793985,4899,541613,5,2.50,72.20,4,Undisclosed Firm,Undisclosed Fund,-
A10 Networks Inc,11/13/2006,C902301142,7372,511210,2,9.00,37.27,5,Enspire Capital Pte Ltd,"Enspire Capital Pte, Ltd. - Unspecified Fund",-
A10 Networks Inc,11/13/2006,C902301142,7372,511210,2,9.00,37.27,5,"H&Q Asia Pacific, Ltd.",H&Q Asia Pacific - Unspecified Fund,-
A10 Networks Inc,11/13/2006,C902301142,7372,511210,2,9.00,37.27,5,Harbinger Venture Management,Harbinger Venture Management - Unspecified Fund,-
A10 Networks Inc,11/13/2006,C902301142,7372,511210,2,9.00,37.27,5,Triton Ventures,Triton Ventures - Unspecified Fund,-
A10 Networks Inc,11/13/2006,C902301142,7372,511210,2,9.00,37.27,5,Undisclosed Firm,Undisclosed Fund,-
A10 Networks Inc,07/14/2008,C902301142,7372,511210,3,23.00,76.09,6,Cidc Consultants Inc,"China Investment & Development Co., Ltd.",-
A10 Networks Inc,07/14/2008,C902301142,7372,511210,3,23.00,76.09,6,Enspire Capital Pte Ltd,"Enspire Capital Pte, Ltd. - Unspecified Fund",-
A10 Networks Inc,07/14/2008,C902301142,7372,511210,3,23.00,76.09,6,"H&Q Asia Pacific, Ltd.",H&Q Asia Pacific - Unspecified Fund,-
A10 Networks Inc,07/14/2008,C902301142,7372,511210,3,23.00,76.09,6,Harbinger Venture Management,Harbinger Venture Management - Unspecified Fund,-
A10 Networks Inc,07/14/2008,C902301142,7372,511210,3,23.00,76.09,6,"Mitsui & Co. Global Investment, Ltd.","Mitsui & Co. Global Investment, Inc. - Unspecified Fund",-
A10 Networks Inc,07/14/2008,C902301142,7372,511210,3,23.00,76.09,6,Triton Ventures,Triton Ventures - Unspecified Fund,-
Abbeymoor Medical Inc,03/31/2008,C900186170,3841,339112,6,-,33.00,2,"RAIN Source Capital, Inc.","RAIN Source Capital, Inc. - Unspecified Fund",-
ABILITY Network Inc,01/31/2005,C901633406,7372,541513,3,1.00,14.00,2,"Space Center Ventures, Inc.",Space Center Ventures,0.03
ABILITY Network Inc,01/31/2005,C901633406,7372,541513,3,1.00,14.00,2,Undisclosed Firm,Undisclosed Fund,-
AboutUs Inc,11/26/2008,C902475336,7375,519130,2,3.92,13.22,2,Undisclosed Firm,Undisclosed Fund,-
AboutUs Inc,11/26/2008,C902475336,7375,519130,2,3.92,13.22,2,Voyager Capital LLC,"Voyager Capital Fund III, L.P.",1.50
Above All Software Inc,06/14/2005,C901629303,7372,511210,3,2.10,39.06,6,Granite Ventures LLC,Adobe Ventures IV,-
Above All Software Inc,06/14/2005,C901629303,7372,511210,3,2.10,39.06,6,Granite Ventures LLC,Granite Ventures LLC - Unspecified Fund,-
Above All Software Inc,06/14/2005,C901629303,7372,511210,3,2.10,39.06,6,Greylock Partners LLC,"Greylock IX, L.P.",-
Above All Software Inc,06/14/2005,C901629303,7372,511210,3,2.10,39.06,6,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,-
Above All Software Inc,06/14/2005,C901629303,7372,511210,3,2.10,39.06,6,Sippl Macdonald Ventures,"Sippl Macdonald Ventures II, L.P.",-
Above All Software Inc,06/14/2005,C901629303,7372,511210,3,2.10,39.06,6,Sippl Macdonald Ventures,Sippl Macdonald Ventures-Unspecified Fund,-
ACADIA Pharmaceuticals Inc,05/11/2005,C900186959,2836,325414,8,36.00,117.00,2,Oxford Bioscience Partners,"Oxford Bioscience Partners IV, LP",4.00
ACADIA Pharmaceuticals Inc,05/11/2005,C900186959,2836,325414,8,36.00,117.00,2,Sightline Partners LLC,Piper Jaffrey Healthcare Fund,-
Acceleron Pharma Inc,07/31/2006,C901629383,2836,325414,3,31.11,109.63,8,Advanced Technology Ventures,Advanced Technology Ventures VII,3.20
Acceleron Pharma Inc,07/31/2006,C901629383,2836,325414,3,31.11,109.63,8,Flagship Ventures,"Applied Genomic Technology Capital Fund, L.P.",3.76
Acceleron Pharma Inc,07/31/2006,C901629383,2836,325414,3,31.11,109.63,8,OrbiMed Advisors LLC,"Caduceus Private Investments II, L.P.",-
Acceleron Pharma Inc,07/31/2006,C901629383,2836,325414,3,31.11,109.63,8,Flagship Ventures,Flagship Ventures - Unspecified Fund,-
Acceleron Pharma Inc,07/31/2006,C901629383,2836,325414,3,31.11,109.63,8,OrbiMed Advisors LLC,OrbiMed Advisors LLC - Unspecified Fund,-
Acceleron Pharma Inc,07/31/2006,C901629383,2836,325414,3,31.11,109.63,8,Polaris Venture Partners,"Polaris Venture Partners IV, L.P.",4.66
Acceleron Pharma Inc,07/31/2006,C901629383,2836,325414,3,31.11,109.63,8,Sutter Hill Ventures,Sutter Hill Ventures,1.02
Acceleron Pharma Inc,07/31/2006,C901629383,2836,325414,3,31.11,109.63,8,Venrock Inc,"Venrock Associates IV, L.P.",-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Advanced Technology Ventures,Advanced Technology Ventures VI,-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Advanced Technology Ventures,Advanced Technology Ventures VII,2.45
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Flagship Ventures,"Applied Genomic Technology Capital Fund, L.P.",3.05
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Bessemer Venture Partners,Bessemer Venture Partners - Unspecified Fund,-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,OrbiMed Advisors LLC,"Caduceus Private Investments II (QP), L.P.",-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,OrbiMed Advisors LLC,"Caduceus Private Investments II, L.P.",-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Flagship Ventures,Flagship Ventures - Unspecified Fund,-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,MPM Capital LLC,MPM BioEquities Fund,-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Polaris Venture Partners,"Polaris Venture Partners Entrepreneurs' Fund IV, L.P.",-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Polaris Venture Partners,"Polaris Venture Partners IV, L.P.",3.78
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Sutter Hill Ventures,Sutter Hill Ventures,-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,UBS Capital Corp,UBS Capital Corporation - Unspecified Fund,-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Undisclosed Firm,Undisclosed Fund,-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Venrock Inc,"Venrock Associates IV, L.P.",-
Acceleron Pharma Inc,10/30/2007,C901629383,2836,325414,4,31.00,168.98,15,Venrock Inc,"Venrock Entrepreneurs Fund IV, L.P.",-
"Acclarent, Inc.",11/20/2005,C901849877,3841,339113,2,28.00,79.66,2,"New Enterprise Associates, Inc.","New Enterprise Associates 11, L.P.",-
"Acclarent, Inc.",11/20/2005,C901849877,3841,339113,2,28.00,79.66,2,"Versant Ventures, Inc.","Versant Venture Capital II, L.P.",-
"Acclarent, Inc.",03/28/2007,C901849877,3841,339113,3,35.00,204.37,4,Delphi Ventures,"Delphi Ventures VII, L.P.",-
"Acclarent, Inc.",03/28/2007,C901849877,3841,339113,3,35.00,204.37,4,Meritech Capital Partners,"Meritech Capital Partners III, L.P.",-
"Acclarent, Inc.",03/28/2007,C901849877,3841,339113,3,35.00,204.37,4,"New Enterprise Associates, Inc.","New Enterprise Associates 11, L.P.",-
"Acclarent, Inc.",03/28/2007,C901849877,3841,339113,3,35.00,204.37,4,"Versant Ventures, Inc.","Versant Venture Capital II, L.P.",-
"Acclarent, Inc.",01/28/2005,C901849877,3841,339113,1,13.00,23.50,2,"New Enterprise Associates, Inc.","New Enterprise Associates 11, L.P.",7.00
"Acclarent, Inc.",01/28/2005,C901849877,3841,339113,1,13.00,23.50,2,"Versant Ventures, Inc.","Versant Venture Capital II, L.P.",6.00
"Acclarent, Inc.",12/03/2008,C901849877,3841,339113,4,26.00,413.32,7,Delphi Ventures,"Delphi Ventures VII, L.P.",-
"Acclarent, Inc.",12/03/2008,C901849877,3841,339113,4,26.00,413.32,7,Johnson & Johnson Innovation-JJDC Inc,Johnson & Johnson Development Corporation - Unspecified Fund,-
"Acclarent, Inc.",12/03/2008,C901849877,3841,339113,4,26.00,413.32,7,Meritech Capital Partners,"Meritech Capital Partners III, L.P.",-
"Acclarent, Inc.",12/03/2008,C901849877,3841,339113,4,26.00,413.32,7,"New Enterprise Associates, Inc.","New Enterprise Associates 11, L.P.",-
"Acclarent, Inc.",12/03/2008,C901849877,3841,339113,4,26.00,413.32,7,"Versant Ventures, Inc.","Versant Affiliates Fund II-A, L.P.",-
"Acclarent, Inc.",12/03/2008,C901849877,3841,339113,4,26.00,413.32,7,"Versant Ventures, Inc.","Versant Side Fund II, L.P.",-
"Acclarent, Inc.",12/03/2008,C901849877,3841,339113,4,26.00,413.32,7,"Versant Ventures, Inc.","Versant Venture Capital II, L.P.",-
Accolo  Inc,06/25/2007,C902732646,7389,561499,1,3.60,17.25,1,Altos Ventures,"Altos Ventures III, L.P.",3.60
"Accretive Health, Inc.",09/28/2007,C903170548,8742,541611,1,5.49,5.49,1,Ascension Ventures,Ascension Health Ventures LLC,5.49
Accruent LLC,04/07/2005,C901289731,7372,511210,6,3.30,60.00,8,GGV Capital,GGV Capital - Unspecified Fund,-
Accruent LLC,04/07/2005,C901289731,7372,511210,6,3.30,60.00,8,InnoCal Venture Capital,"InnoCal II, L.P.",0.40
Accruent LLC,04/07/2005,C901289731,7372,511210,6,3.30,60.00,8,Mustang Ventures Co,Mustang Ventures - Unspecified Fund,-
Accruent LLC,04/07/2005,C901289731,7372,511210,6,3.30,60.00,8,Peninsula Ventures,"Peninsula Equity Partners, L.P.",-
Accruent LLC,04/07/2005,C901289731,7372,511210,6,3.30,60.00,8,Red Rock Ventures,"Red Rock Ventures II, L.P.",0.60
Accruent LLC,04/07/2005,C901289731,7372,511210,6,3.30,60.00,8,Sierra Ventures,"Sierra Ventures VII, L.P.",0.40
Accruent LLC,04/07/2005,C901289731,7372,511210,6,3.30,60.00,8,Sierra Ventures,"Sierra Ventures VIII, L.P.",0.90
Accruent LLC,04/07/2005,C901289731,7372,511210,6,3.30,60.00,8,Stanford University,Stanford University -Unspecified Fund,-
Accruent LLC,10/10/2006,C901289731,7372,511210,7,5.50,73.53,8,GGV Capital,Granite Global Ventures,-
Accruent LLC,10/10/2006,C901289731,7372,511210,7,5.50,73.53,8,InnoCal Venture Capital,"InnoCal II, L.P.",-
Accruent LLC,10/10/2006,C901289731,7372,511210,7,5.50,73.53,8,Peninsula Ventures,"Peninsula Equity Partners, L.P.",-
Accruent LLC,10/10/2006,C901289731,7372,511210,7,5.50,73.53,8,Pequot Capital Management Inc,"Pequot Capital Management, Inc. - Unspecified Fund",-
Accruent LLC,10/10/2006,C901289731,7372,511210,7,5.50,73.53,8,Red Rock Ventures,"Red Rock Ventures II, L.P.",0.80
Accruent LLC,10/10/2006,C901289731,7372,511210,7,5.50,73.53,8,Sierra Ventures,"Sierra Ventures VII, L.P.",0.90
Accruent LLC,10/10/2006,C901289731,7372,511210,7,5.50,73.53,8,Sierra Ventures,"Sierra Ventures VIII, L.P.",1.80
Accruent LLC,10/10/2006,C901289731,7372,511210,7,5.50,73.53,8,Undisclosed Firm,Undisclosed Fund,-
Accurev Inc,03/17/2006,C901397104,7372,511210,2,3.50,11.11,2,Commonwealth Capital Ventures,"Commonwealth Capital Ventures III, L.P.",2.00
Accurev Inc,03/17/2006,C901397104,7372,511210,2,3.50,11.11,2,Velocity Equity Partners LLC,Velocity Equity Partners I,1.50
AccuStrata Inc,12/10/2008,C903072863,3674,334413,1,0.08,0.08,1,Maryland Technology Development Corp,Maryland Technology Transfer Fund 09,0.08
Achievo Corp,02/26/2007,C901381517,7373,541512,2,24.00,86.66,1,Undisclosed Firm,Undisclosed Fund,-
Achillion Pharmaceuticals Inc,11/17/2005,C900187630,2834,325412,7,16.60,84.20,9,Atlas Venture,Atlas Venture V,1.60
Achillion Pharmaceuticals Inc,11/17/2005,C900187630,2834,325412,7,16.60,84.20,9,Connecticut Innovations Inc,Eli Whitney Fund,0.13
Achillion Pharmaceuticals Inc,11/17/2005,C900187630,2834,325412,7,16.60,84.20,9,Advent International Corp,"Health Care & Life Sciences II, L.P.",-
Achillion Pharmaceuticals Inc,11/17/2005,C900187630,2834,325412,7,16.60,84.20,9,Oak Investment Partners,Oak Investment Partners VIII,-
Achillion Pharmaceuticals Inc,11/17/2005,C900187630,2834,325412,7,16.60,84.20,9,Societe Generale,SG Capital Partners,-
Achillion Pharmaceuticals Inc,11/17/2005,C900187630,2834,325412,7,16.60,84.20,9,Sv Life Sciences Advisers Llp,SV Life Sciences Fund II,-
Achillion Pharmaceuticals Inc,11/17/2005,C900187630,2834,325412,7,16.60,84.20,9,Undisclosed Firm,Undisclosed Fund,-
Achillion Pharmaceuticals Inc,11/17/2005,C900187630,2834,325412,7,16.60,84.20,9,Undisclosed Firm,Undisclosed Fund,-
Achillion Pharmaceuticals Inc,11/17/2005,C900187630,2834,325412,7,16.60,84.20,9,Undisclosed Firm,Undisclosed Fund,-
Achillion Pharmaceuticals Inc,03/01/2006,C900187630,2834,325412,8,4.80,89.00,6,Atlas Venture,Atlas Venture V,1.30
Achillion Pharmaceuticals Inc,03/01/2006,C900187630,2834,325412,8,4.80,89.00,6,Connecticut Innovations Inc,Eli Whitney Fund,0.13
Achillion Pharmaceuticals Inc,03/01/2006,C900187630,2834,325412,8,4.80,89.00,6,Advent International Corp,"Health Care & Life Sciences II, L.P.",-
Achillion Pharmaceuticals Inc,03/01/2006,C900187630,2834,325412,8,4.80,89.00,6,Oak Investment Partners,Oak Investment Partners VIII,-
Achillion Pharmaceuticals Inc,03/01/2006,C900187630,2834,325412,8,4.80,89.00,6,Societe Generale,SG Capital Partners,-
Achillion Pharmaceuticals Inc,03/01/2006,C900187630,2834,325412,8,4.80,89.00,6,Sv Life Sciences Advisers Llp,SV Life Sciences Fund II,-
Achillion Pharmaceuticals Inc,05/01/2006,C900187630,2834,325412,9,13.75,102.00,8,Advent International Corp,Advent Healthcare and Life Sciences III,-
Achillion Pharmaceuticals Inc,05/01/2006,C900187630,2834,325412,9,13.75,102.00,8,BEAR STEARNS HEALTH INNOVENTURES L P,Bear Stearns Health InnoVentures,-
Achillion Pharmaceuticals Inc,05/01/2006,C900187630,2834,325412,9,13.75,102.00,8,Connecticut Innovations Inc,"Connecticut Innovations, Inc. - Unspecified Fund",-
Achillion Pharmaceuticals Inc,05/01/2006,C900187630,2834,325412,9,13.75,102.00,8,Connecticut Innovations Inc,Eli Whitney Fund,-
Achillion Pharmaceuticals Inc,05/01/2006,C900187630,2834,325412,9,13.75,102.00,8,Advent International Corp,"Health Care & Life Sciences II, L.P.",-
Achillion Pharmaceuticals Inc,05/01/2006,C900187630,2834,325412,9,13.75,102.00,8,Societe Generale,SG Capital Partners,-
Achillion Pharmaceuticals Inc,05/01/2006,C900187630,2834,325412,9,13.75,102.00,8,Sv Life Sciences Advisers Llp,SV Life Sciences Fund II,-
Achillion Pharmaceuticals Inc,05/01/2006,C900187630,2834,325412,9,13.75,102.00,8,Undisclosed Firm,Undisclosed Fund,-
Achillion Pharmaceuticals Inc,08/11/2008,C900187630,2834,325412,10,31.13,31.00,5,Clarus Ventures LLC,"Clarus Lifesciences II, L.P.",14.57
Achillion Pharmaceuticals Inc,08/11/2008,C900187630,2834,325412,10,31.13,31.00,5,Investor Growth Capital Inc,"Investor Growth Capital, Inc. - Unspecified Fund",-
Achillion Pharmaceuticals Inc,08/11/2008,C900187630,2834,325412,10,31.13,31.00,5,ProQuest Investments,"ProQuest Investments III, L.P.",3.13
Achillion Pharmaceuticals Inc,08/11/2008,C900187630,2834,325412,10,31.13,31.00,5,ProQuest Investments,"ProQuest Investments IV, L.P.",6.25
Achronix Semiconductor Corp,10/15/2008,C902490683,3674,334413,4,43.00,103.46,6,Argonaut Partners LLC,Argonaut Partners LLC - Unspecified Fund,17.86
Achronix Semiconductor Corp,10/15/2008,C902490683,3674,334413,4,43.00,103.46,6,Battery Ventures LP,"Battery Ventures VII, L.P.",9.83
Achronix Semiconductor Corp,10/15/2008,C902490683,3674,334413,4,43.00,103.46,6,Easton Hunt Capital Partners LP,"Easton Capital Partners, L.P.",8.93
Achronix Semiconductor Corp,10/15/2008,C902490683,3674,334413,4,43.00,103.46,6,Entrepia Ventures,"Entrepia Fund II, L.P.",2.17
Achronix Semiconductor Corp,10/15/2008,C902490683,3674,334413,4,43.00,103.46,6,New Science Ventures LLC,New Science Ventures LLC - Unspecified Fund,3.31
Achronix Semiconductor Corp,10/15/2008,C902490683,3674,334413,4,43.00,103.46,6,Undisclosed Firm,Undisclosed Fund,-
Acologix Inc,12/16/2005,C901438982,2834,325412,3,25.30,129.40,5,Japan Asia Investment Co Ltd,"Japan Asia Investment Company, Ltd. - Direct Investments",-
Acologix Inc,12/16/2005,C901438982,2834,325412,3,25.30,129.40,5,Nomura Research & Advisory Co Ltd,Nomura Holdings Venture Capital Fund,-
Acologix Inc,12/16/2005,C901438982,2834,325412,3,25.30,129.40,5,Tokio Marine & Nichido Fire Insurance Co Ltd,Tokio Marine & Fire Insurance Co. - DIF,-
Acologix Inc,12/16/2005,C901438982,2834,325412,3,25.30,129.40,5,Undisclosed Firm,Undisclosed Fund,-
