Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
123 Venture SA,12/27/2000,C901150724,6799,523999,1,3.60,22.00,2,Partech International,Partech International Ventures IV,0.60
12degrees,08/01/2000,C903102664,-,-,2,1.10,7.00,1,Undisclosed Firm,Undisclosed Fund,-
12snap AG,09/20/2000,C900652142,8742,541613,2,32.80,81.30,9,Apax Partners LLP,APAX Europe IV,-
12snap AG,09/20/2000,C900652142,8742,541613,2,32.80,81.30,9,"Argo Global Capital, Inc.",Argo II- The Wireless Internet Fund,-
12snap AG,09/20/2000,C900652142,8742,541613,2,32.80,81.30,9,Bayern Kapital GmbH,Bayern Kapital,-
12snap AG,09/20/2000,C900652142,8742,541613,2,32.80,81.30,9,Pantheon Ventures Ltd,Cdb Web Tech SpA - Unspecified Fund,0.91
12snap AG,09/20/2000,C900652142,8742,541613,2,32.80,81.30,9,Goldman Sachs & Co,"Goldman, Sachs & Company - Unspecified Fund",-
12snap AG,09/20/2000,C900652142,8742,541613,2,32.80,81.30,9,Bluerun Ventures L P,Nokia Venture Partners I,5.69
12snap AG,09/20/2000,C900652142,8742,541613,2,32.80,81.30,9,Undisclosed Firm,Undisclosed Fund,-
12snap AG,09/20/2000,C900652142,8742,541613,2,32.80,81.30,9,Undisclosed Firm,Undisclosed Fund,-
12snap AG,09/20/2000,C900652142,8742,541613,2,32.80,81.30,9,Viventures,Viventures II,-
21Vianet Group Inc,07/14/2000,C901170523,7375,517110,1,5.05,68.50,2,Emerging Markets Partnership LP,"AIG Asian Infrastructure Fund II, L.P.",5.00
21Vianet Group Inc,07/14/2000,C901170523,7375,517110,1,5.05,68.50,2,Undisclosed Firm,Undisclosed Fund,-
3rd Wire,11/03/2000,C901192680,-,-,1,6.00,17.00,3,Rock Creek Partners LP,Rock Creek Partners,1.00
3rd Wire,11/03/2000,C901192680,-,-,1,6.00,17.00,3,Undisclosed Firm,Spencer Stuart -Unspecified Fund,-
3rd Wire,11/03/2000,C901192680,-,-,1,6.00,17.00,3,Undisclosed Firm,Undisclosed Fund,-
"3ware, Inc.",09/12/2000,C900184018,7379,541519,3,43.00,174.81,6,Franklin Templeton Services Inc,Franklin Templeton - Unspecified Fund,-
"3ware, Inc.",09/12/2000,C900184018,7379,541519,3,43.00,174.81,6,"NeoCarta Ventures, Inc.","NeoCarta Ventures, L.P.",-
"3ware, Inc.",09/12/2000,C900184018,7379,541519,3,43.00,174.81,6,"New Enterprise Associates, Inc.","New Enterprise Associates VIII, L.P.",12.00
"3ware, Inc.",09/12/2000,C900184018,7379,541519,3,43.00,174.81,6,Quicksilver Ventures,QTV Capital,-
"3ware, Inc.",09/12/2000,C900184018,7379,541519,3,43.00,174.81,6,Vantagepoint Management Inc,VantagePoint Venture Partners III,8.01
"3ware, Inc.",09/12/2000,C900184018,7379,541519,3,43.00,174.81,6,Veritas Software Corp,Veritas Software,-
"4Charity.com, Inc",09/29/2000,C900184107,-,-,2,6.00,15.00,3,"Invencor, Inc.","International Venture Fund I, L.P.",1.20
"4Charity.com, Inc",09/29/2000,C900184107,-,-,2,6.00,15.00,3,Selby Venture Partners,"Selby Venture Partners, L.P.",1.20
"4Charity.com, Inc",09/29/2000,C900184107,-,-,2,6.00,15.00,3,Undisclosed Firm,Undisclosed Fund,-
"Aardvark IT Solutions, Inc. ",08/07/2000,C900574139,4822,517110,1,5.10,16.00,1,Ibelay LLC,iBelay,5.10
AbaCo Pr Inc,08/15/2000,C901274334,-,-,3,15.25,77.80,4,Benchmark Capital Management Gesellschaft MBH In Liqu,Benchmark Capital IV,-
AbaCo Pr Inc,08/15/2000,C901274334,-,-,3,15.25,77.80,4,NMP Management Corp,Noro-Moseley Partners V,7.00
AbaCo Pr Inc,08/15/2000,C901274334,-,-,3,15.25,77.80,4,Sapphire Ventures LLC,SAP Ventures,-
AbaCo Pr Inc,08/15/2000,C901274334,-,-,3,15.25,77.80,4,Undisclosed Firm,Undisclosed Fund,-
Aberdeen Group Inc,11/14/2000,C901078409,8732,541720,2,6.00,31.16,4,Commonwealth Capital Ventures,"Commonwealth Capital Ventures II, L.P.",0.48
Aberdeen Group Inc,11/14/2000,C901078409,8732,541720,2,6.00,31.16,4,First Light Capital,First Light Capital - Unspecified Fund,-
Aberdeen Group Inc,11/14/2000,C901078409,8732,541720,2,6.00,31.16,4,TL Ventures Inc,TL Ventures V,5.38
Aberdeen Group Inc,11/14/2000,C901078409,8732,541720,2,6.00,31.16,4,Undisclosed Firm,Undisclosed Fund,-
Accelent Systems Inc.,12/01/2000,C900546295,7372,334611,1,6.00,17.00,1,M Group LLC,M Group - Unspecified Fund,6.00
AccelerateMobile,10/01/2000,C901193264,-,-,1,1.50,7.00,2,DigaComm,DigaComm - Unspecified Fund,-
AccelerateMobile,10/01/2000,C901193264,-,-,1,1.50,7.00,2,Itochu Technology Inc,"Itochu Technology, Inc. - Unspecified Fund",-
"Accent Optical Technologies, Inc.",12/14/2000,C900678980,3823,334513,1,15.90,285.00,8,Fleetboston Financial Corp,FleetBoston Financial Corporation - Unspecified Fund,-
"Accent Optical Technologies, Inc.",12/14/2000,C900678980,3823,334513,1,15.90,285.00,8,iVisionary Ventures LLC,iVisionary Ventures - Unspecified Fund,-
"Accent Optical Technologies, Inc.",12/14/2000,C900678980,3823,334513,1,15.90,285.00,8,RS Investment Trust,RS Investments - Unspecified Fund,-
"Accent Optical Technologies, Inc.",12/14/2000,C900678980,3823,334513,1,15.90,285.00,8,Undisclosed Firm,Undisclosed Fund,-
"Accent Optical Technologies, Inc.",12/14/2000,C900678980,3823,334513,1,15.90,285.00,8,Undisclosed Firm,Undisclosed Fund,-
"Accent Optical Technologies, Inc.",12/14/2000,C900678980,3823,334513,1,15.90,285.00,8,Undisclosed Firm,Undisclosed Fund,-
"Accent Optical Technologies, Inc.",12/14/2000,C900678980,3823,334513,1,15.90,285.00,8,Undisclosed Firm,Undisclosed Fund,-
"Accent Optical Technologies, Inc.",12/14/2000,C900678980,3823,334513,1,15.90,285.00,8,Winfield Capital Corp,Winfield Capital Corp. - Unspecified Fund,-
Access Media Inc,08/09/2000,C900544956,3571,334111,4,48.24,104.50,5,Allen & Company Inc,"Allen & Co., Inc.",-
Access Media Inc,08/09/2000,C900544956,3571,334111,4,48.24,104.50,5,Flagship Ventures,Flagship Ventures - Unspecified Fund,1.10
Access Media Inc,08/09/2000,C900544956,3571,334111,4,48.24,104.50,5,General Atlantic LLC,General Atlantic LLC,-
Access Media Inc,08/09/2000,C900544956,3571,334111,4,48.24,104.50,5,Labrador Ventures,"Labrador Ventures III, L.P.",0.10
Access Media Inc,08/09/2000,C900544956,3571,334111,4,48.24,104.50,5,Sequoia Capital,Sequoia Capital - Unspecified Fund,-
"Access360, Inc.",10/19/2000,C900431098,7372,334611,3,50.50,277.92,5,Amerindo Investment Advisors Inc,"Amerindo Investment Advisors, Inc.- Unspecified Fund",-
"Access360, Inc.",10/19/2000,C900431098,7372,334611,3,50.50,277.92,5,Crosspoint Venture Partners,Crosspoint Venture Partners - Unspecified Fund,11.40
"Access360, Inc.",10/19/2000,C900431098,7372,334611,3,50.50,277.92,5,Oracle Venture Fund,Oracle Venture Fund,-
"Access360, Inc.",10/19/2000,C900431098,7372,334611,3,50.50,277.92,5,PIVOTAL ASSET MANAGEMENT L L C,Pivotal Asset Management - Unspecified Fund,-
"Access360, Inc.",10/19/2000,C900431098,7372,334611,3,50.50,277.92,5,Verisign Inc,"VeriSign, Inc.",-
"Acelo Semiconductor, Inc.",11/06/2000,C901196541,-,-,1,17.00,62.50,2,Cisco Systems Inc,"Cisco Systems, Inc. - Unspecified Fund",-
"Acelo Semiconductor, Inc.",11/06/2000,C901196541,-,-,1,17.00,62.50,2,Parakletos Ventures,Parakletos Ventures - Unspecified Fund,4.00
"Acero, Inc.",08/07/2000,C900589665,7375,519130,2,6.00,28.25,2,Primus Capital,Primus Capital Funds - Unspecified Fund,4.88
"Acero, Inc.",08/07/2000,C900589665,7375,519130,2,6.00,28.25,2,Undisclosed Firm,Undisclosed Fund,-
"Achieva College Prep Centers, Inc.",10/19/2000,C901274353,7375,519130,4,25.00,70.00,5,Axiom Venture Partners LP,"Axiom Venture Partners III, L.P.",3.00
"Achieva College Prep Centers, Inc.",10/19/2000,C901274353,7375,519130,4,25.00,70.00,5,RBC Capital Markets Holdings (USA) Inc,Dain Rauscher Corporation - Unspecified Fund,0.25
"Achieva College Prep Centers, Inc.",10/19/2000,C901274353,7375,519130,4,25.00,70.00,5,J & W Seligman and Co Inc,J&W Seligman & Company,-
"Achieva College Prep Centers, Inc.",10/19/2000,C901274353,7375,519130,4,25.00,70.00,5,Technology Crossover Ventures LP,"Technology Crossover Ventures IV, L.P.",-
"Achieva College Prep Centers, Inc.",10/19/2000,C901274353,7375,519130,4,25.00,70.00,5,Undisclosed Firm,Undisclosed Fund,-
Achilles Group Ltd,10/09/2000,C902991193,7371,518210,1,17.39,58.00,3,3i Group PLC,3i UK MBO Fund II,-
Achilles Group Ltd,10/09/2000,C902991193,7371,518210,1,17.39,58.00,3,Undisclosed Firm,Undisclosed Fund,-
Achilles Group Ltd,10/09/2000,C902991193,7371,518210,1,17.39,58.00,3,Undisclosed Firm,Undisclosed Fund,-
Achillion Pharmaceuticals Inc,10/11/2000,C900187630,2834,325412,4,14.51,28.90,5,Advent International Corp,Advent International Corporation - Unspecified Fund,3.77
Achillion Pharmaceuticals Inc,10/11/2000,C900187630,2834,325412,4,14.51,28.90,5,Atlas Venture,Atlas Venture V,4.77
Achillion Pharmaceuticals Inc,10/11/2000,C900187630,2834,325412,4,14.51,28.90,5,Connecticut Innovations Inc,"Connecticut Innovations, Inc. - Unspecified Fund",1.06
Achillion Pharmaceuticals Inc,10/11/2000,C900187630,2834,325412,4,14.51,28.90,5,Oak Investment Partners,Oak Investment Partners - Unspecified Fund,-
Achillion Pharmaceuticals Inc,10/11/2000,C900187630,2834,325412,4,14.51,28.90,5,Sv Life Sciences Advisers Llp,SV Life Sciences Fund I,-
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,MPM Capital LLC,BB BioVentures,2.49
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,China Development Industrial Bank,China Development Industrial Bank - Direct Investment Fund,2.00
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,Forward Ventures,"Forward Ventures IV-B, L.P.",6.00
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,Hudson Venture Partners,"Hudson Venture Partners, L.P.",-
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,Johnson & Johnson Innovation-JJDC Inc,Johnson & Johnson Development Corporation - Unspecified Fund,-
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,LRG Capital Group,LRG Capital Group - Unspecified Fund,3.00
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,Lumira Capital Corp.,MDS Life Science Technology Fund,1.48
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,Novartis Venture Funds,Novartis BioVenture Fund,3.00
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,"Royal Bank Private Equity, Ltd.",Royal Bank Equity Partners Limited,-
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,Undisclosed Firm,Undisclosed Fund,3.00
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,Undisclosed Firm,Undisclosed Fund,-
"Acorda Therapeutics, Inc.",12/14/2000,C900187748,2836,621511,6,33.70,92.00,12,"Vector Fund Management, L.P.","Vector Fund Management, L.P. - Unspecified Fund",-
"Acorn Cardiovascular, Inc.",09/27/2000,C900187761,3845,334517,4,24.10,96.40,7,Bessemer Venture Partners,Bessemer Venture Partners - Unspecified Fund,1.00
"Acorn Cardiovascular, Inc.",09/27/2000,C900187761,3845,334517,4,24.10,96.40,7,Credit Suisse Private Equity,CSFB Garantia PE Fund,15.00
"Acorn Cardiovascular, Inc.",09/27/2000,C900187761,3845,334517,4,24.10,96.40,7,"New Enterprise Associates, Inc.",New Enterprise Associates VII,2.70
"Acorn Cardiovascular, Inc.",09/27/2000,C900187761,3845,334517,4,24.10,96.40,7,Sightline Partners LLC,"SightLine Healthcare Fund III, L.P.",1.75
"Acorn Cardiovascular, Inc.",09/27/2000,C900187761,3845,334517,4,24.10,96.40,7,Spray Venture Partners,"Spray Venture Fund, L.P.",-
"Acorn Cardiovascular, Inc.",09/27/2000,C900187761,3845,334517,4,24.10,96.40,7,Three Arch Partners LP,"Three Arch Partners II, L.P.",1.00
"Acorn Cardiovascular, Inc.",09/27/2000,C900187761,3845,334517,4,24.10,96.40,7,Winton Partners,Winton Family,-
Acs Hr Solutions Canada Company,09/01/2000,C901365643,7375,541860,2,-,30.00,2,"JVP Jerusalem Venture Partners Israel Management, Ltd.",JVP - Unspecified Fund,2.00
Acs Hr Solutions Canada Company,09/01/2000,C901365643,7375,541860,2,-,30.00,2,Toshiba Corp,Toshiba Corporation - Unspecified Fund,2.00
"Acta Technology, Inc.",07/07/2000,C900430800,7372,334611,8,23.66,170.00,2,Focus Ventures Ltd,Focus Ventures II,3.80
"Acta Technology, Inc.",07/07/2000,C900430800,7372,334611,8,23.66,170.00,2,Undisclosed Firm,Undisclosed Fund,-
"Active Health Management, Inc.",12/31/2000,C900538383,7375,561499,3,30.00,140.00,2,Constellation Ventures,Highbridge Principal Strategies Growth Equity -UF,10.00
"Active Health Management, Inc.",12/31/2000,C900538383,7375,561499,3,30.00,140.00,2,Undisclosed Firm,Undisclosed Fund,-
ACTIV-e Solutions,09/29/2000,C900923964,-,-,1,-,1.55,3,"Mentor Capital Partners, Ltd.","Mentor Special Situation Fund, L.P.",0.25
ACTIV-e Solutions,09/29/2000,C900923964,-,-,1,-,1.55,3,Undisclosed Firm,Undisclosed Fund,-
ACTIV-e Solutions,09/29/2000,C900923964,-,-,1,-,1.55,3,Undisclosed Firm,Undisclosed Fund,0.30
"ActivX Biosciences, Inc.",09/01/2000,C900924022,2836,325414,2,5.50,12.00,3,Frazier Healthcare Partners,"Frazier Healthcare III, L.P.",2.73
"ActivX Biosciences, Inc.",09/01/2000,C900924022,2836,325414,2,5.50,12.00,3,ProQuest Investments,ProQuest Companion Fund,1.75
"ActivX Biosciences, Inc.",09/01/2000,C900924022,2836,325414,2,5.50,12.00,3,Undisclosed Firm,Undisclosed Fund,-
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,Burr Egan Deleage And Co,"Alta V, L.P.",0.81
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,"Audax Group, Inc.","Audax Private Equity Fund, L.P.",2.81
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,BancBoston Capital/BancBoston Ventures,BancBoston Capital/BancBoston Ventures - Unspecified Fund,-
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,Benefit Capital Partners LP,Benefit Capital Partners,-
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,Boston University Technology Development Fund,Boston University Technology Development Fund - Unspecified,0.14
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,CIT Group Inc,"CIT Group/Venture Capital, Inc., The",-
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,Nmt New Medical Technologies,New Medical Technologies,-
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,Polaris Venture Partners,"Polaris Venture Partners, L.P.",0.44
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,Prism Ventureworks,Prism VentureWorks - Unspecified Fund,0.39
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,Scale Venture Partners,Scale Venture Partners - Unspecified Fund,1.58
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,Technology Funding,Technology Funding Venture Partners V,-
Acusphere Inc,07/28/2000,C900423975,2834,325412,8,50.45,113.79,12,Tailwind Capital Group LLC,"TWCP, L.P.",12.73
"Adaptive RF, Inc.",10/24/2000,C901368608,-,-,1,10.00,22.63,2,Mayfield Fund,Mayfield XI Qualified,6.67
"Adaptive RF, Inc.",10/24/2000,C901368608,-,-,1,10.00,22.63,2,Undisclosed Firm,Undisclosed Fund,-
"AdaptiveTrade, Inc.",10/05/2000,C901177965,7372,511210,1,7.00,23.60,2,Giza Venture Capital,"Giza GE Venture Fund III, L.P.",-
"AdaptiveTrade, Inc.",10/05/2000,C901177965,7372,511210,1,7.00,23.60,2,Sterling Partners GP LLC,Sterling Partners - Unspecified Fund,-
"Adaytum Software, Inc.",10/03/2000,C900188309,-,541512,7,10.00,151.40,1,American Express Ltd,American Express -Unspecified Fund,10.00
Adexa Inc,08/01/2000,C903068598,7372,334611,3,20.00,240.19,6,Amerindo Investment Advisors Inc,"Amerindo Investment Advisors, Inc.- Unspecified Fund",-
Adexa Inc,08/01/2000,C903068598,7372,334611,3,20.00,240.19,6,RBC Capital Markets Holdings (USA) Inc,Dain Rauscher Corporation - Unspecified Fund,0.75
Adexa Inc,08/01/2000,C903068598,7372,334611,3,20.00,240.19,6,INFORMATION TECHNOLOGY VENTURES L P,"Information Technology Ventures II, L.P.",0.75
Adexa Inc,08/01/2000,C903068598,7372,334611,3,20.00,240.19,6,J & W Seligman and Co Inc,J&W Seligman & Company,10.00
Adexa Inc,08/01/2000,C903068598,7372,334611,3,20.00,240.19,6,Sutter Hill Ventures,Sutter Hill Ventures,1.50
Adexa Inc,08/01/2000,C903068598,7372,334611,3,20.00,240.19,6,Undisclosed Firm,Undisclosed Fund,-
"AdiCom Wireless, Inc.",08/25/2000,C900188456,3661,334210,9,27.71,132.21,8,ALPINE TECHNOLOGY VENTURES,Alpine Technology Ventures II,0.63
"AdiCom Wireless, Inc.",08/25/2000,C900188456,3661,334210,9,27.71,132.21,8,ATLANTIC COASTAL VENTURES LP,Atlantic Coastal Ventures,-
"AdiCom Wireless, Inc.",08/25/2000,C900188456,3661,334210,9,27.71,132.21,8,CDP Capital Inc,CDP Capital - Acces Capital,1.71
"AdiCom Wireless, Inc.",08/25/2000,C900188456,3661,334210,9,27.71,132.21,8,Moore Capital Holdings LLC,Moore Capital,-
"AdiCom Wireless, Inc.",08/25/2000,C900188456,3661,334210,9,27.71,132.21,8,"New Enterprise Associates, Inc.","New Enterprise Associates VI, L.P.",1.63
"AdiCom Wireless, Inc.",08/25/2000,C900188456,3661,334210,9,27.71,132.21,8,Undisclosed Firm,Undisclosed Fund,-
"AdiCom Wireless, Inc.",08/25/2000,C900188456,3661,334210,9,27.71,132.21,8,Walden Venture Capital,"WaldenVC II, L.P.",-
"AdiCom Wireless, Inc.",08/25/2000,C900188456,3661,334210,9,27.71,132.21,8,Opus Capital,"Weiss, Peck & Greer Venture Associates III, L.P.",0.68
"ADIR Technologies, Inc.",10/06/2000,C901235203,7373,541512,1,140.20,153.30,2,Foundry Group LLC,Mobius Technology Ventures VI,3.10
"ADIR Technologies, Inc.",10/06/2000,C901235203,7373,541512,1,140.20,153.30,2,Undisclosed Firm,Undisclosed Fund,-
"Adjoined Consulting, Inc.",09/27/2000,C900924361,8748,541618,1,25.00,84.00,3,Columbia Capital LP,Columbia Capital Equity Partners II,14.00
"Adjoined Consulting, Inc.",09/27/2000,C900924361,8748,541618,1,25.00,84.00,3,NMP Management Corp,Noro-Moseley Partners V,6.00
"Adjoined Consulting, Inc.",09/27/2000,C900924361,8748,541618,1,25.00,84.00,3,Undisclosed Firm,Undisclosed Fund,-
"Admetric Biochem, Inc.",09/29/2000,C900905500,-,-,6,-,13.36,2,Oxford Bioscience Partners,Oxford Bioscience Partners II,-
"Admetric Biochem, Inc.",09/29/2000,C900905500,-,-,6,-,13.36,2,Sr One Ltd,S.R. One Limited,-
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,Banque Lombard Odier & Cie SA,"Akina,Ltd - Unspecified Fund",-
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,Alta Partners,"Alta California Partners, L.P.",0.20
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,Arch Venture Partners,"ARCH Venture Fund III, L.P.",0.25
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,OrbiMed Advisors LLC,"Caduceus Private Investments, L.P.",-
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,MPM Capital LLC,"MPM BioVentures II, L.P.",6.00
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,OrbiMed Advisors LLC,OrbiMed Advisors LLC - Unspecified Fund,-
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,Sr One Ltd,S.R. One Limited,0.10
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,Sprout Group,Sprout Capital IX,6.03
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,TL Ventures Inc,Technology Leaders II,0.10
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,Opus Capital,"Weiss, Peck & Greer Venture Associates III, L.P.",-
Adolor Corporation,07/10/2000,C000074940,2834,325412,6,35.88,155.83,11,Zesiger Capital Group LLC,Zesiger Capital Group - Unspecified Fund,-
Advanced Digital Systems Inc,09/06/2000,C900389559,7372,511210,1,3.50,11.50,3,Canopy Ventures,Canopy Group - Unspecified Fund,-
Advanced Digital Systems Inc,09/06/2000,C900389559,7372,511210,1,3.50,11.50,3,Undisclosed Firm,Undisclosed Fund,-
Advanced Digital Systems Inc,09/06/2000,C900389559,7372,511210,1,3.50,11.50,3,Undisclosed Firm,Undisclosed Fund,-
"Advanced Integrated Photonics (AIP) Networks, Inc.",11/01/2000,C901171544,-,-,1,9.50,28.50,3,Apex Venture Partners LLC,Apex Venture Partners - Unspecified Fund,-
"Advanced Integrated Photonics (AIP) Networks, Inc.",11/01/2000,C901171544,-,-,1,9.50,28.50,3,"H&Q Asia Pacific, Ltd.",Asia Pacific Growth Fund III,2.50
"Advanced Integrated Photonics (AIP) Networks, Inc.",11/01/2000,C901171544,-,-,1,9.50,28.50,3,Dynafund Ventures LLC,DynaFund II,2.50
Advanced Internet Design & Application,10/16/2000,C901239523,7375,519130,1,-,2.00,1,Newtek Business Services Inc,Newtek Capital - Unspecified Fund,0.90
"Advanced Radio Cells, Inc.",11/30/2000,C901387755,4812,517210,1,2.50,10.00,5,Sinosure Inc,Asian Opportunity Fund,0.20
"Advanced Radio Cells, Inc.",11/30/2000,C901387755,4812,517210,1,2.50,10.00,5,Band of Angels Venture Fund LP,"Band of Angels Venture Fund, L.P.",0.30
"Advanced Radio Cells, Inc.",11/30/2000,C901387755,4812,517210,1,2.50,10.00,5,SBV Venture Partners,"Sigefi, Burnette & Vallee I/IA (AKA:SBV I/IA)",0.20
"Advanced Radio Cells, Inc.",11/30/2000,C901387755,4812,517210,1,2.50,10.00,5,Undisclosed Firm,Undisclosed Fund,0.50
"Advanced Radio Cells, Inc.",11/30/2000,C901387755,4812,517210,1,2.50,10.00,5,Undisclosed Firm,Undisclosed Fund,-
Advent Networks Inc,10/26/2000,C900576281,7375,517110,3,22.60,82.40,8,"Genesis Park, L.P.","Genesis Park, L.P. -Unspecified Fund",0.25
Advent Networks Inc,10/26/2000,C900576281,7375,517110,3,22.60,82.40,8,Motorola Solutions Venture Capital,Motorola Solutions Venture Capital - Unspecified Fund,-
Advent Networks Inc,10/26/2000,C900576281,7375,517110,3,22.60,82.40,8,Murphree Venture Partners,Murphree Investments III,0.70
Advent Networks Inc,10/26/2000,C900576281,7375,517110,3,22.60,82.40,8,Techquest Capital Partners,TechQuest Capital Partners,-
Advent Networks Inc,10/26/2000,C900576281,7375,517110,3,22.60,82.40,8,Undisclosed Firm,Undisclosed Fund,-
Advent Networks Inc,10/26/2000,C900576281,7375,517110,3,22.60,82.40,8,Undisclosed Firm,Undisclosed Fund,-
Advent Networks Inc,10/26/2000,C900576281,7375,517110,3,22.60,82.40,8,Undisclosed Firm,Undisclosed Fund,-
Advent Networks Inc,10/26/2000,C900576281,7375,517110,3,22.60,82.40,8,Undisclosed Firm,Undisclosed Fund,-
"Advertising.com, Inc.",07/31/2000,C900431028,7311,541810,2,57.00,250.40,12,Pliant Corp,"Access Technology Partners, L.P.",-
"Advertising.com, Inc.",07/31/2000,C900431028,7311,541810,2,57.00,250.40,12,"Blue Chip Venture Company, Ltd.",Blue Chip Capital Fund IV,6.00
"Advertising.com, Inc.",07/31/2000,C900431028,7311,541810,2,57.00,250.40,12,Credit Suisse Private Equity,"Credit Suisse First Boston Equity Partners, L.P.",-
"Advertising.com, Inc.",07/31/2000,C900431028,7311,541810,2,57.00,250.40,12,Deutsche Bank AG,Deutsche Bank - Unspecified Fund,-
"Advertising.com, Inc.",07/31/2000,C900431028,7311,541810,2,57.00,250.40,12,Grotech Ventures,"Grotech Partners V, L.P.",8.41
"Advertising.com, Inc.",07/31/2000,C900431028,7311,541810,2,57.00,250.40,12,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,-
