Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
Acceleron Pharma Inc,12/03/2009,C901629383,2836,325414,5,10.95,227.21,7,Flagship Ventures,"Applied Genomic Technology Capital Fund, L.P.",0.49
Acceleron Pharma Inc,12/03/2009,C901629383,2836,325414,5,10.95,227.21,7,Bessemer Venture Partners,Bessemer Venture Partners - Unspecified Fund,-
Acceleron Pharma Inc,12/03/2009,C901629383,2836,325414,5,10.95,227.21,7,OrbiMed Advisors LLC,"Caduceus Private Investments II, L.P.",0.44
Acceleron Pharma Inc,12/03/2009,C901629383,2836,325414,5,10.95,227.21,7,Polaris Venture Partners,"Polaris Venture Partners IV, L.P.",0.61
Acceleron Pharma Inc,12/03/2009,C901629383,2836,325414,5,10.95,227.21,7,Venrock Inc,"Venrock Associates IV, L.P.",0.40
Acceleron Pharma Inc,06/18/2010,C901629383,2836,325414,6,10.25,265.79,6,Advanced Technology Ventures,Advanced Technology Ventures VI,0.24
Acceleron Pharma Inc,06/18/2010,C901629383,2836,325414,6,10.25,265.79,6,Advanced Technology Ventures,Advanced Technology Ventures VII,1.54
Acceleron Pharma Inc,06/18/2010,C901629383,2836,325414,6,10.25,265.79,6,Bessemer Venture Partners,Bessemer Venture Partners - Unspecified Fund,2.16
Acceleron Pharma Inc,06/18/2010,C901629383,2836,325414,6,10.25,265.79,6,Flagship Ventures,Flagship Ventures - Unspecified Fund,-
Acceleron Pharma Inc,06/18/2010,C901629383,2836,325414,6,10.25,265.79,6,Polaris Venture Partners,"Polaris Venture Partners IV, L.P.",-
Acceleron Pharma Inc,06/18/2010,C901629383,2836,325414,6,10.25,265.79,6,Venrock Inc,"Venrock Associates IV, L.P.",1.49
Acceleron Pharma Inc,07/21/2010,C901629383,2836,325414,7,1.90,267.69,1,Undisclosed Firm,Undisclosed Fund,-
Accept Software Corporation,12/07/2010,C901871073,7372,511210,6,3.03,39.54,3,RB Webber and Comapny Inc,"Entrepreneurs Fund III, L.P.",-
Accept Software Corporation,12/07/2010,C901871073,7372,511210,6,3.03,39.54,3,Jefferson Partners,Jefferson Fund IV,-
Accept Software Corporation,12/07/2010,C901871073,7372,511210,6,3.03,39.54,3,StarVest Partners LP,"StarVest Partners II, L.P.",1.72
Achieve Cca  Inc,02/10/2009,C903106623,7299,812990,1,1.00,1.50,1,Chrysalis Ventures Inc,"Chrysalis Ventures III, L.P.",1.00
Achieve Cca  Inc,06/17/2009,C903106623,7299,812990,2,0.50,2.00,1,Chrysalis Ventures Inc,"Chrysalis Ventures III, L.P.",0.50
Achieve Cca  Inc,10/02/2009,C903106623,7299,812990,3,1.00,3.04,1,Chrysalis Ventures Inc,"Chrysalis Ventures III, L.P.",1.00
Achieve Cca  Inc,03/01/2010,C903106623,7299,812990,4,0.75,3.79,1,Chrysalis Ventures Inc,"Chrysalis Ventures III, L.P.",0.75
Achieve Cca  Inc,06/23/2010,C903106623,7299,812990,5,0.15,3.93,1,Chrysalis Ventures Inc,"Chrysalis Ventures III, L.P.",0.15
Achieve Cca  Inc,08/16/2010,C903106623,7299,812990,6,1.13,20.45,1,Chrysalis Ventures Inc,"Chrysalis Ventures III, L.P.",1.13
Achieve Cca  Inc,12/22/2010,C903106623,7299,812990,7,0.60,4.93,1,Chrysalis Ventures Inc,"Chrysalis Ventures III, L.P.",0.60
Achieve Cca  Inc,03/30/2011,C903106623,7299,812990,8,0.08,5.00,1,Chrysalis Ventures Inc,"Chrysalis Ventures III, L.P.",0.08
Achieve Cca  Inc,05/04/2011,C903106623,7299,812990,9,0.32,5.32,1,Chrysalis Ventures Inc,"Chrysalis Ventures III, L.P.",0.32
Achieve Cca  Inc,07/05/2011,C903106623,7299,812990,10,0.10,7.69,1,Chrysalis Ventures Inc,"Chrysalis Ventures III, L.P.",0.10
Aciex Therapeutics Inc,02/09/2009,C902835577,3841,339113,2,13.00,43.75,2,"Healthcare Ventures, LLC","Healthcare Ventures VIII, L.P.",3.76
Aciex Therapeutics Inc,02/09/2009,C902835577,3841,339113,2,13.00,43.75,2,Undisclosed Firm,Undisclosed Fund,-
Aciex Therapeutics Inc,08/11/2011,C902835577,3841,339113,3,8.00,52.86,2,Bay City Capital LLC,Bay City Capital LLC - Unspecified Fund,-
Aciex Therapeutics Inc,08/11/2011,C902835577,3841,339113,3,8.00,52.86,2,"New Enterprise Associates, Inc.","New Enterprise Associates, Inc. - Unspecified Fund",-
Actifio Inc,07/01/2009,C903137533,7372,511210,1,4.00,15.67,2,Greylock Partners LLC,Greylock Israel,-
Actifio Inc,07/01/2009,C903137533,7372,511210,1,4.00,15.67,2,North Bridge Venture Partners LP,North Bridge Venture Partners - Unspecified Fund,-
Actifio Inc,09/22/2010,C903137533,7372,511210,2,20.00,49.37,3,Advanced Technology Ventures,Advanced Technology Ventures - Unspecified Fund,5.90
Actifio Inc,09/22/2010,C903137533,7372,511210,2,20.00,49.37,3,Greylock Partners LLC,Greylock Partners - Unspecified Fund,-
Actifio Inc,09/22/2010,C903137533,7372,511210,2,20.00,49.37,3,North Bridge Venture Partners LP,"North Bridge Venture Partners VI, L.P.",6.22
Actifio Inc,11/22/2011,C903137533,7372,511210,3,33.50,243.64,5,Advanced Technology Ventures,"Advanced Technology Ventures VIII, L.P.",1.74
Actifio Inc,11/22/2011,C903137533,7372,511210,3,33.50,243.64,5,Andreessen Horowitz LLC,Andreessen Horowitz - Unspecified Fund,-
Actifio Inc,11/22/2011,C903137533,7372,511210,3,33.50,243.64,5,Greylock Partners LLC,Greylock Partners - Unspecified Fund,-
Actifio Inc,11/22/2011,C903137533,7372,511210,3,33.50,243.64,5,North Bridge Venture Partners LP,"North Bridge Venture Partners 7, L.P.",-
Actifio Inc,11/22/2011,C903137533,7372,511210,3,33.50,243.64,5,North Bridge Venture Partners LP,"North Bridge Venture Partners VI, L.P.",-
Actifio Inc,03/07/2014,C903137533,7372,511210,5,75.00,"1,100.00",6,Advanced Technology Ventures,"Advanced Technology Ventures VIII, L.P.",-
Actifio Inc,03/07/2014,C903137533,7372,511210,5,75.00,"1,100.00",6,Andreessen Horowitz LLC,Andreessen Horowitz - Unspecified Fund,-
Actifio Inc,03/07/2014,C903137533,7372,511210,5,75.00,"1,100.00",6,Greylock Partners LLC,Greylock Israel,-
Actifio Inc,03/07/2014,C903137533,7372,511210,5,75.00,"1,100.00",6,North Bridge Venture Partners LP,"North Bridge Venture Partners VI, L.P.",-
Actifio Inc,03/07/2014,C903137533,7372,511210,5,75.00,"1,100.00",6,Technology Crossover Ventures LP,"TCV VII, L.P.",0.50
Actifio Inc,03/07/2014,C903137533,7372,511210,5,75.00,"1,100.00",6,Tiger Global Management LLC,Tiger Global Management LLC - Unspecified Fund,-
Activate Networks Inc,08/09/2010,C903319501,7372,511210,1,5.00,8.16,1,Excel Venture Management,Excel Medical Fund,5.00
Activeion Cleaning Solutions LLC,03/31/2010,C903255909,2842,325612,1,2.00,52.00,1,SAIL Capital Partners LLC,"Sail Venture Partners II, L.P.",2.00
Acton Pharmaceuticals Inc,01/06/2010,C903204246,5912,446110,1,15.00,21.18,1,Sequoia Capital,Sequoia Capital - Unspecified Fund,-
Act-On Software Inc,08/17/2010,C902942453,7375,334611,2,0.50,4.47,2,TeleSoft Partners,TeleSoft Partners - Unspecified Fund,-
Act-On Software Inc,08/17/2010,C902942453,7375,334611,2,0.50,4.47,2,Undisclosed Firm,Undisclosed Fund,-
Act-On Software Inc,11/17/2010,C902942453,7375,334611,3,4.05,9.52,4,Cisco Systems Inc,"Cisco Systems, Inc. - Unspecified Fund",-
Act-On Software Inc,11/17/2010,C902942453,7375,334611,3,4.05,9.52,4,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,2.30
Act-On Software Inc,11/17/2010,C902942453,7375,334611,3,4.05,9.52,4,Undisclosed Firm,Undisclosed Fund,-
Act-On Software Inc,11/17/2010,C902942453,7375,334611,3,4.05,9.52,4,Voyager Capital LLC,"Voyager Capital Fund I, L.P.",1.68
Act-On Software Inc,09/06/2012,C902942453,7375,334611,6,16.00,150.85,4,Norwest Venture Partners,Norwest Venture Partners- Unspecified Fund,8.00
Act-On Software Inc,09/06/2012,C902942453,7375,334611,6,16.00,150.85,4,Trinity Ventures LLP,Trinity Ventures - Unspecified Fund,2.50
Act-On Software Inc,09/06/2012,C902942453,7375,334611,6,16.00,150.85,4,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,-
Act-On Software Inc,09/06/2012,C902942453,7375,334611,6,16.00,150.85,4,Voyager Capital LLC,"Voyager Capital Fund III, L.P.",1.75
Act-On Software Inc,03/31/2014,C902942453,7375,334611,7,42.10,316.44,5,Norwest Venture Partners,Norwest Venture Partners- Unspecified Fund,-
Act-On Software Inc,03/31/2014,C902942453,7375,334611,7,42.10,316.44,5,Technology Crossover Ventures LP,Technology Crossover Ventures - Unspecified Fund,37.00
Act-On Software Inc,03/31/2014,C902942453,7375,334611,7,42.10,316.44,5,Trinity Ventures LLP,Trinity Ventures - Unspecified Fund,-
Act-On Software Inc,03/31/2014,C902942453,7375,334611,7,42.10,316.44,5,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,-
Act-On Software Inc,03/31/2014,C902942453,7375,334611,7,42.10,316.44,5,Voyager Capital LLC,Voyager Capital - Unspecified Fund,-
Acufocus Inc,06/22/2010,C901398930,3851,339115,6,-,80.00,3,Accuitive Medical Ventures,"AMV Partners I, L.P.",-
Acufocus Inc,06/22/2010,C901398930,3851,339115,6,-,80.00,3,Accuitive Medical Ventures,"AMV Partners II, L.P.",-
ADAPTIVE COMPUTING ENTERPRISES INC,02/15/2012,C903342920,7371,541511,2,6.00,81.00,3,Epic Ventures Inc,Epic Venture Fund IV,0.64
ADAPTIVE COMPUTING ENTERPRISES INC,02/15/2012,C903342920,7371,541511,2,6.00,81.00,3,Intel Capital Corp,Intel Capital America Technology Fund,-
ADAPTIVE COMPUTING ENTERPRISES INC,02/15/2012,C903342920,7371,541511,2,6.00,81.00,3,Tudor Ventures,Tudor Growth Equity - Unspecified Fund,-
Adaptive Insights Inc,01/30/2009,C901625451,7372,511210,6,4.02,35.70,4,Cardinal Venture Capital,Cardinal Venture Capital,0.80
Adaptive Insights Inc,01/30/2009,C901625451,7372,511210,6,4.02,35.70,4,Monitor Venture Associates LLC,"Monitor Venture Partners A, L.P.",-
Adaptive Insights Inc,01/30/2009,C901625451,7372,511210,6,4.02,35.70,4,ONSET Ventures,"ONSET IV, L.P.",-
Adaptive Insights Inc,01/30/2009,C901625451,7372,511210,6,4.02,35.70,4,Rbc Capital Partners,RBC Venture Partners,-
Adaptive Insights Inc,05/21/2013,C901625451,7372,511210,9,45.00,203.49,9,Bessemer Venture Partners,Bessemer Venture Partners - Unspecified Fund,-
Adaptive Insights Inc,05/21/2013,C901625451,7372,511210,9,45.00,203.49,9,Cardinal Venture Capital,Cardinal Venture Capital,-
Adaptive Insights Inc,05/21/2013,C901625451,7372,511210,9,45.00,203.49,9,Monitor Venture Associates LLC,"Monitor Venture Partners A, L.P.",-
Adaptive Insights Inc,05/21/2013,C901625451,7372,511210,9,45.00,203.49,9,Norwest Venture Partners,Norwest Venture Partners- Unspecified Fund,5.07
Adaptive Insights Inc,05/21/2013,C901625451,7372,511210,9,45.00,203.49,9,ONSET Ventures,"ONSET IV, L.P.",-
Adaptive Insights Inc,05/21/2013,C901625451,7372,511210,9,45.00,203.49,9,Rbc Capital Partners,RBC Venture Partners,-
Adaptive Insights Inc,05/21/2013,C901625451,7372,511210,9,45.00,203.49,9,Undisclosed Firm,Undisclosed Fund,-
Adaptive Insights Inc,05/21/2013,C901625451,7372,511210,9,45.00,203.49,9,Undisclosed Firm,Undisclosed Fund,-
Adaptive Insights Inc,05/21/2013,C901625451,7372,511210,9,45.00,203.49,9,Undisclosed Firm,Undisclosed Fund,-
Adaptive Insights Inc,08/22/2013,C901625451,7372,511210,10,0.75,204.24,4,Bessemer Venture Partners,Bessemer Venture Partners - Unspecified Fund,-
Adaptive Insights Inc,08/22/2013,C901625451,7372,511210,10,0.75,204.24,4,Norwest Venture Partners,Norwest Venture Partners- Unspecified Fund,-
Adaptive Insights Inc,08/22/2013,C901625451,7372,511210,10,0.75,204.24,4,ONSET Ventures,"ONSET IV, L.P.",-
Adaptive Insights Inc,08/22/2013,C901625451,7372,511210,10,0.75,204.24,4,Rbc Capital Partners,RBC Venture Partners,-
Adara Media Inc,03/31/2011,C903395897,7375,519130,4,5.10,14.51,2,Morgenthaler Ventures,"Morgenthaler Venture Partners IX, L.P.",-
Adara Media Inc,03/31/2011,C903395897,7375,519130,4,5.10,14.51,2,ONSET Ventures,"ONSET V, L.P.",-
Adara Media Inc,01/24/2012,C903395897,7375,519130,5,10.00,33.35,4,August Capital Management LLC,August Capital - Unspecified Fund,7.20
Adara Media Inc,01/24/2012,C903395897,7375,519130,5,10.00,33.35,4,Baseline Ventures LLC,Baseline Ventures LLC - Unspecified Fund,-
Adara Media Inc,01/24/2012,C903395897,7375,519130,5,10.00,33.35,4,Morgenthaler Ventures,"Morgenthaler Venture Partners IX, L.P.",-
Adara Media Inc,01/24/2012,C903395897,7375,519130,5,10.00,33.35,4,ONSET Ventures,"ONSET V, L.P.",-
Adara Media Inc,02/21/2013,C903395897,7375,519130,6,16.60,98.87,5,August Capital Management LLC,August Capital - Unspecified Fund,-
Adara Media Inc,02/21/2013,C903395897,7375,519130,6,16.60,98.87,5,Morgenthaler Ventures,"Morgenthaler Venture Partners IX, L.P.",-
Adara Media Inc,02/21/2013,C903395897,7375,519130,6,16.60,98.87,5,ONSET Ventures,ONSET Ventures - Unspecified Fund,-
Adara Media Inc,02/21/2013,C903395897,7375,519130,6,16.60,98.87,5,Questmark Partners L P,"QuestMark Partners, L.P. - Unspecified Fund",-
Adara Media Inc,02/21/2013,C903395897,7375,519130,6,16.60,98.87,5,Thayer Ventures,Thayer Ventures - Unspecified Fund,-
Adchemy Inc,09/21/2011,C901780433,7375,561499,6,61.00,409.36,3,August Capital Management LLC,"August Capital V, L.P.",0.50
Adchemy Inc,09/21/2011,C901780433,7375,561499,6,61.00,409.36,3,Mayfield Fund,Mayfield XII,-
Adchemy Inc,09/21/2011,C901780433,7375,561499,6,61.00,409.36,3,Microsoft Corp,Microsoft Corporation - Unspecified Fund,-
"AdMob, Inc.",01/29/2009,C902416207,7375,519130,4,12.50,211.10,2,Draper Fisher Jurvetson,"Draper Fisher Jurvetson Growth Fund 2006, L.P.",-
"AdMob, Inc.",01/29/2009,C902416207,7375,519130,4,12.50,211.10,2,Northgate Capital LLC,Northgate Capital LLC - Unspecified Fund,-
AdRoll Inc,06/26/2012,C902370202,7375,519130,3,15.00,102.33,3,Accel Partners & Co Inc,Accel Partners - Unspecified Fund,-
AdRoll Inc,06/26/2012,C902370202,7375,519130,3,15.00,102.33,3,Foundation Capital LLC,"Foundation Capital VI, L.P.",12.00
AdRoll Inc,06/26/2012,C902370202,7375,519130,3,15.00,102.33,3,Merus Capital Investment,"Merus Capital I, L.P.",-
Advanced Diamond Technologies Inc,07/13/2011,C901690411,3053,339991,4,5.18,20.26,3,Illinois Ventures LLC,"Illinois Emerging Technologies Fund, L.P.",-
Advanced Diamond Technologies Inc,07/13/2011,C901690411,3053,339991,4,5.18,20.26,3,Lasalle Investment Management Inc,LaSalle HEBV L.P.,-
Advanced Diamond Technologies Inc,07/13/2011,C901690411,3053,339991,4,5.18,20.26,3,UK SGKM OOO,S-Group Capital Management-Unspecified Fund,-
Advanced Electron Beams Inc,08/04/2009,C901927789,3699,335999,4,14.20,38.48,6,Atlas Venture,Atlas Venture VI,-
Advanced Electron Beams Inc,08/04/2009,C901927789,3699,335999,4,14.20,38.48,6,Flagship Ventures,"Flagship Ventures Fund 2007, L.P.",-
Advanced Electron Beams Inc,08/04/2009,C901927789,3699,335999,4,14.20,38.48,6,GE Commercial Finance - Equity,GE Equity - Unspecified Fund,-
Advanced Electron Beams Inc,08/04/2009,C901927789,3699,335999,4,14.20,38.48,6,General Catalyst Partners LLC,"General Catalyst Group III, L.P.",-
Advanced Electron Beams Inc,08/04/2009,C901927789,3699,335999,4,14.20,38.48,6,Rockport Capital Partners,Rockport Capital Partners - Unspecified Fund,-
Advanced Electron Beams Inc,08/04/2009,C901927789,3699,335999,4,14.20,38.48,6,Undisclosed Firm,Undisclosed Fund,-
Advanced Electron Beams Inc,11/15/2010,C901927789,3699,335999,5,6.00,48.52,2,Flagship Ventures,"Flagship Ventures Fund 2007, L.P.",1.75
Advanced Electron Beams Inc,11/15/2010,C901927789,3699,335999,5,6.00,48.52,2,Rockport Capital Partners,Rockport Capital Partners - Unspecified Fund,-
AdvanDx Inc,08/18/2009,C901759329,2835,541711,4,8.00,63.67,2,SLS Invest AB,Scandinavian Life Science Venture (SLSV),-
AdvanDx Inc,08/18/2009,C901759329,2835,541711,4,8.00,63.67,2,Undisclosed Firm,Undisclosed Fund,-
Aerie Pharmaceuticals Inc,02/23/2011,C901860177,2834,325412,4,22.50,71.28,2,Clarus Ventures LLC,"Clarus Lifesciences II, L.P.",15.00
Aerie Pharmaceuticals Inc,02/23/2011,C901860177,2834,325412,4,22.50,71.28,2,Sofinnova Ventures Inc,"Sofinnova Venture Partners VII, L.P.",7.50
Aerohive Networks Inc,03/22/2010,C902344794,3669,334290,3,23.50,76.60,4,Duff Ackerman & Goodrich LLC,"DAG Ventures IV, L.P.",7.50
Aerohive Networks Inc,03/22/2010,C902344794,3669,334290,3,23.50,76.60,4,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,-
Aerohive Networks Inc,03/22/2010,C902344794,3669,334290,3,23.50,76.60,4,Lightspeed Management Company LLC,"Lightspeed Venture Partners VII, L.P.",5.90
Aerohive Networks Inc,03/22/2010,C902344794,3669,334290,3,23.50,76.60,4,Northern Light Venture Capital Development Ltd,"Northern Light Venture Fund, L.P.",6.91
Aerohive Networks Inc,03/28/2011,C902344794,3669,334290,4,25.00,159.56,6,Duff Ackerman & Goodrich LLC,"DAG Ventures IV, L.P.",1.30
Aerohive Networks Inc,03/28/2011,C902344794,3669,334290,4,25.00,159.56,6,Four Rivers Partners LP,Four Rivers Partners - Unspecified Fund,-
Aerohive Networks Inc,03/28/2011,C902344794,3669,334290,4,25.00,159.56,6,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,1.63
Aerohive Networks Inc,03/28/2011,C902344794,3669,334290,4,25.00,159.56,6,Lightspeed Management Company LLC,"Lightspeed Venture Partners VII, L.P.",2.58
Aerohive Networks Inc,03/28/2011,C902344794,3669,334290,4,25.00,159.56,6,"New Enterprise Associates, Inc.","New Enterprise Associates 13, L.P.",16.00
Aerohive Networks Inc,03/28/2011,C902344794,3669,334290,4,25.00,159.56,6,Northern Light Venture Capital Development Ltd,"Northern Light Venture Fund, L.P.",2.00
Aerohive Networks Inc,09/05/2012,C902344794,3669,334290,5,22.50,446.25,6,Four Rivers Partners LP,Four Rivers Partners - Unspecified Fund,-
