Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
"AccelChip, Inc.",05/06/2003,C901192792,7372,334611,2,6.65,10.25,4,Xilinx Inc,Xilinx - Unspecified Fund,-
"AcceLight Networks, Inc.",09/23/2002,C900713661,3661,334210,4,10.00,125.00,7,GGV Capital,Granite Global Ventures,0.31
"AcceLight Networks, Inc.",09/23/2002,C900713661,3661,334210,4,10.00,125.00,7,Menlo Ventures,Menlo Ventures - Unspecified Fund,3.40
"AcceLight Networks, Inc.",09/23/2002,C900713661,3661,334210,4,10.00,125.00,7,NIF SMBC Ventures Usa Inc,"NIF Ventures USA, Inc.-Unspecified Fund",1.50
"AcceLight Networks, Inc.",09/23/2002,C900713661,3661,334210,4,10.00,125.00,7,Undisclosed Firm,Undisclosed Fund,-
"AcceLight Networks, Inc.",09/23/2002,C900713661,3661,334210,4,10.00,125.00,7,Venrock Inc,Venrock Associates,0.35
"AcceLight Networks, Inc.",09/23/2002,C900713661,3661,334210,4,10.00,125.00,7,Venrock Inc,"Venrock Associates II, L.P.",0.51
"AcceLight Networks, Inc.",09/23/2002,C900713661,3661,334210,4,10.00,125.00,7,Venrock Inc,"Venrock Associates III, L.P.",2.31
"Accenia, Inc.",03/01/2002,C901397453,-,-,1,1.70,4.00,2,U.S. Venture Partners,U.S. Venture Partners VIII,1.00
"Accenia, Inc.",03/01/2002,C901397453,-,-,1,1.70,4.00,2,Undisclosed Firm,Undisclosed Fund,-
"Accenia, Inc.",06/30/2003,C901397453,-,-,2,9.00,15.25,3,Walden International,"Pacven Walden Ventures V, L.P.",4.60
"Accenia, Inc.",06/30/2003,C901397453,-,-,2,9.00,15.25,3,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,4.02
"Accenia, Inc.",06/30/2003,C901397453,-,-,2,9.00,15.25,3,Undisclosed Firm,Undisclosed Fund,-
Accentia Biopharmaceuticals Inc,04/01/2002,C901779249,2834,325412,1,7.50,15.31,1,"Hopkins Capital Group, The","Hopkins Capital Group, The - Unspecified Fund",-
Accentia Biopharmaceuticals Inc,09/01/2003,C901779249,2834,325412,3,1.78,37.56,1,"Hopkins Capital Group, The","Hopkins Capital Group, The - Unspecified Fund",-
Accentia Biopharmaceuticals Inc,06/01/2004,C901779249,2834,325412,5,2.60,51.95,1,"Hopkins Capital Group, The","Hopkins Capital Group, The - Unspecified Fund",-
Accentia Biopharmaceuticals Inc,12/01/2004,C901779249,2834,325412,6,21.71,73.66,1,"Hopkins Capital Group, The","Hopkins Capital Group, The - Unspecified Fund",-
Accentia Biopharmaceuticals Inc,01/15/2004,C901779249,2834,325412,4,9.29,46.85,2,"Hopkins Capital Group, The","Hopkins Capital Group, The - Unspecified Fund",-
Accentia Biopharmaceuticals Inc,01/15/2004,C901779249,2834,325412,4,9.29,46.85,2,McKesson Corp,McKesson Technology Investments (McKesson Corp.),4.29
Access Closure Inc,08/06/2003,C901432269,3841,339112,2,10.10,24.10,3,ONSET Ventures,ONSET Ventures - Unspecified Fund,4.00
Access Closure Inc,08/06/2003,C901432269,3841,339112,2,10.10,24.10,3,Three Arch Partners LP,"TAC Associates, L.P.",-
Access Closure Inc,08/06/2003,C901432269,3841,339112,2,10.10,24.10,3,Three Arch Partners LP,"Three Arch Capital, L.P.",-
AccessLine Communications Corporation,05/03/2002,C900545466,4812,517210,6,24.00,49.00,7,Alexander Hutton Venture Partners,"Alexander Hutton Venture Partners, L.P.",2.00
AccessLine Communications Corporation,05/03/2002,C900545466,4812,517210,6,24.00,49.00,7,Cdib Venture Management,Fund II,-
AccessLine Communications Corporation,05/03/2002,C900545466,4812,517210,6,24.00,49.00,7,Gabriel Venture Partners,Gabriel Venture Partners - Unspecified Fund,-
AccessLine Communications Corporation,05/03/2002,C900545466,4812,517210,6,24.00,49.00,7,Navigation Capital Partners Inc,Mellon Ventures Direct Investment Fund,7.11
AccessLine Communications Corporation,05/03/2002,C900545466,4812,517210,6,24.00,49.00,7,Riverside Management Group,Riverside Holdings II,0.03
AccessLine Communications Corporation,05/03/2002,C900545466,4812,517210,6,24.00,49.00,7,Sunamerica Ventures,SunAmerica Ventures - Unspecified Fund,0.21
AccessLine Communications Corporation,05/03/2002,C900545466,4812,517210,6,24.00,49.00,7,Venrock Inc,Venrock Associates - Unspecified Fund,-
"Acclaim Entertainment, Inc.",02/12/2002,C000000053,7372,334611,3,21.50,280.62,1,Wellington Management Company LLP,Wellington Management - Unspecified Fund,-
Accountnow Inc,07/30/2004,C901698088,7379,522320,1,3.50,5.30,3,Grayhawk Capital,"Grayhawk Venture Fund I, L.P.",0.75
Accountnow Inc,07/30/2004,C901698088,7379,522320,1,3.50,5.30,3,Oak Hill Venture Partners LLC,Oak Hill Venture Partners LLC - Unspecified Fund,-
Accountnow Inc,07/30/2004,C901698088,7379,522320,1,3.50,5.30,3,Venture Strategy Partners LP,Venture Strategy Partners II,-
Accruent LLC,10/16/2002,C901289731,7372,511210,3,10.00,22.00,8,FirstMark Capital LLC,FVMP II,0.80
Accruent LLC,10/16/2002,C901289731,7372,511210,3,10.00,22.00,8,InnoCal Venture Capital,"InnoCal II, L.P.",0.74
Accruent LLC,10/16/2002,C901289731,7372,511210,3,10.00,22.00,8,Peninsula Ventures,"Peninsula Equity Partners, L.P.",-
Accruent LLC,10/16/2002,C901289731,7372,511210,3,10.00,22.00,8,Red Rock Ventures,"Red Rock Ventures II, L.P.",1.10
Accruent LLC,10/16/2002,C901289731,7372,511210,3,10.00,22.00,8,Sierra Ventures,"Sierra Ventures VII, L.P.",-
Accruent LLC,10/16/2002,C901289731,7372,511210,3,10.00,22.00,8,Sierra Ventures,"Sierra Ventures VIII, L.P.",-
Accruent LLC,10/16/2002,C901289731,7372,511210,3,10.00,22.00,8,Stanford University,Stanford University -Unspecified Fund,-
Accruent LLC,10/16/2002,C901289731,7372,511210,3,10.00,22.00,8,Undisclosed Firm,Undisclosed Fund,-
Accruent LLC,04/27/2004,C901289731,7372,511210,4,12.00,54.30,7,FirstMark Capital LLC,FVMP II,0.68
Accruent LLC,04/27/2004,C901289731,7372,511210,4,12.00,54.30,7,GGV Capital,Granite Global Ventures,-
Accruent LLC,04/27/2004,C901289731,7372,511210,4,12.00,54.30,7,InnoCal Venture Capital,"InnoCal II, L.P.",0.46
Accruent LLC,04/27/2004,C901289731,7372,511210,4,12.00,54.30,7,Peninsula Ventures,"Peninsula Equity Partners, L.P.",-
Accruent LLC,04/27/2004,C901289731,7372,511210,4,12.00,54.30,7,Red Rock Ventures,"Red Rock Ventures II, L.P.",1.20
Accruent LLC,04/27/2004,C901289731,7372,511210,4,12.00,54.30,7,Sierra Ventures,"Sierra Ventures VII, L.P.",4.30
Accruent LLC,04/27/2004,C901289731,7372,511210,4,12.00,54.30,7,Undisclosed Firm,Undisclosed Fund,-
Accruent LLC,10/21/2004,C901289731,7372,511210,5,3.00,57.30,6,GGV Capital,GGV Capital - Unspecified Fund,-
Accruent LLC,10/21/2004,C901289731,7372,511210,5,3.00,57.30,6,InnoCal Venture Capital,"InnoCal II, L.P.",0.40
Accruent LLC,10/21/2004,C901289731,7372,511210,5,3.00,57.30,6,Peninsula Ventures,"Peninsula Equity Partners, L.P.",-
Accruent LLC,10/21/2004,C901289731,7372,511210,5,3.00,57.30,6,Red Rock Ventures,"Red Rock Ventures II, L.P.",-
Accruent LLC,10/21/2004,C901289731,7372,511210,5,3.00,57.30,6,Sierra Ventures,"Sierra Ventures VII, L.P.",1.40
Accruent LLC,10/21/2004,C901289731,7372,511210,5,3.00,57.30,6,Sierra Ventures,"Sierra Ventures VIII, L.P.",-
Accumetric L L C,03/17/2004,C901076664,3829,325520,5,7.00,21.60,2,Essex Woodlands Management Inc,"Essex Woodlands Health Ventures Fund V, L.P.",5.00
Accumetric L L C,03/17/2004,C901076664,3829,325520,5,7.00,21.60,2,Undisclosed Firm,Undisclosed Fund,-
Accumetric L L C,06/21/2004,C901076664,3829,325520,6,6.50,28.10,4,Essex Woodlands Management Inc,"Essex Woodlands Health Ventures Fund V, L.P.",-
Accumetric L L C,06/21/2004,C901076664,3829,325520,6,6.50,28.10,4,KB Partners LLC,"KB Partners Venture Fund II, L.P.",2.00
Accumetric L L C,06/21/2004,C901076664,3829,325520,6,6.50,28.10,4,PTV Healthcare Capital,PTV Sciences - Unspecified Fund,-
Accumetric L L C,06/21/2004,C901076664,3829,325520,6,6.50,28.10,4,Telegraph Hill Partners,Telegraph Hill Partners - Unspecified Fund,-
Achievo Corp,11/20/2002,C901381517,7373,541512,1,-,13.39,1,Tsing Capital,"Tsinghua Venture Capital Company, Limited -UF",-
Achillion Pharmaceuticals Inc,10/31/2004,C900187630,2834,325412,6,-,75.00,4,Advent International Corp,Advent International Corporation - Unspecified Fund,-
Achillion Pharmaceuticals Inc,10/31/2004,C900187630,2834,325412,6,-,75.00,4,Atlas Venture,Atlas Venture V,-
Achillion Pharmaceuticals Inc,10/31/2004,C900187630,2834,325412,6,-,75.00,4,Oak Investment Partners,Oak Investment Partners VIII,-
Achillion Pharmaceuticals Inc,10/31/2004,C900187630,2834,325412,6,-,75.00,4,Sv Life Sciences Advisers Llp,SV Life Sciences Fund II,5.80
Acme Packet Inc,09/01/2003,C901170529,7373,541512,3,15.00,55.00,3,Advanced Technology Ventures,Advanced Technology Ventures VII,-
Acme Packet Inc,09/01/2003,C901170529,7373,541512,3,15.00,55.00,3,Canaan Partners,"Canaan Equity II, L.P.",0.35
Acme Packet Inc,09/01/2003,C901170529,7373,541512,3,15.00,55.00,3,Menlo Ventures,"Menlo Ventures IX, L.P.",1.90
Acme Packet Inc,05/31/2004,C901170529,7373,541512,4,14.50,89.30,4,Advanced Technology Ventures,Advanced Technology Ventures VII,3.90
Acme Packet Inc,05/31/2004,C901170529,7373,541512,4,14.50,89.30,4,Canaan Partners,"Canaan Equity II, L.P.",1.90
Acme Packet Inc,05/31/2004,C901170529,7373,541512,4,14.50,89.30,4,Canaan Partners,Canaan Partners - Unspecified Fund,-
Acme Packet Inc,05/31/2004,C901170529,7373,541512,4,14.50,89.30,4,Menlo Ventures,"Menlo Ventures IX, L.P.",7.75
Acologix Inc,05/03/2004,C901438982,2834,325412,2,54.73,94.75,10,Diamond Capital Co Ltd,"Diamond Capital Company, Ltd., The - Unspecified Fund",-
Acologix Inc,05/03/2004,C901438982,2834,325412,2,54.73,94.75,10,"East Gate Capital, Inc.","East Gate Private Equity Fund III, L.P.",2.00
Acologix Inc,05/03/2004,C901438982,2834,325412,2,54.73,94.75,10,Japan Asia Investment Co Ltd,"Japan Asia Investment Company, Ltd. - Direct Investments",-
Acologix Inc,05/03/2004,C901438982,2834,325412,2,54.73,94.75,10,Nomura Research & Advisory Co Ltd,Nomura Holdings Venture Capital Fund,-
Acologix Inc,05/03/2004,C901438982,2834,325412,2,54.73,94.75,10,Nomura International plc,Nomura International PLC - Unspecified Fund,-
Acologix Inc,05/03/2004,C901438982,2834,325412,2,54.73,94.75,10,Smbc Capital,"SMBC Capital Co., Ltd. - Unspecified Fund",-
Acologix Inc,05/03/2004,C901438982,2834,325412,2,54.73,94.75,10,SBI Investment Co Ltd,Softbank Internet Technology Fund No. 3,-
Acologix Inc,05/03/2004,C901438982,2834,325412,2,54.73,94.75,10,Tokio Marine & Nichido Fire Insurance Co Ltd,Tokio Marine & Fire Insurance Co. - DIF,-
Acologix Inc,05/03/2004,C901438982,2834,325412,2,54.73,94.75,10,Undisclosed Firm,Undisclosed Fund,-
Acologix Inc,05/03/2004,C901438982,2834,325412,2,54.73,94.75,10,Undisclosed Firm,Undisclosed Fund,-
"Acopia Networks, Inc.",01/08/2002,C901307478,7372,511210,1,10.50,21.00,5,Accel Partners & Co Inc,Accel Partners - Unspecified Fund,2.10
"Acopia Networks, Inc.",01/08/2002,C901307478,7372,511210,1,10.50,21.00,5,Charles River Ventures LLC,Charles River Partnership XI,4.20
"Acopia Networks, Inc.",01/08/2002,C901307478,7372,511210,1,10.50,21.00,5,Investar Capital Inc,"InveStar Capital, Inc. - Unspecified Fund",0.25
"Acopia Networks, Inc.",01/08/2002,C901307478,7372,511210,1,10.50,21.00,5,Undisclosed Firm,Undisclosed Fund,3.20
"Acopia Networks, Inc.",01/08/2002,C901307478,7372,511210,1,10.50,21.00,5,Undisclosed Firm,Undisclosed Fund,-
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,ABN AMRO Private Equity,ABN AMRO Private Equity - Unspecified Fund,-
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,MPM Capital LLC,BB BioVentures,7.50
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,China Development Industrial Bank,China Development Financial Holding Corp - Unspecified Fund,2.00
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Cross Atlantic Partners,Cross Atlantic Partners IV K/S,5.00
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Easton Hunt Capital Partners LP,"Easton Hunt Capital Partners, L.P",5.37
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Forward Ventures,Forward Ventures - Unspecified Fund,-
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Icon Ventures,JAFCO Technology Partners I,3.00
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Johnson & Johnson Innovation-JJDC Inc,Johnson & Johnson Development Corporation - Unspecified Fund,-
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Lumira Capital Corp.,Lumira Capital Corporation - Unspecified Fund,2.22
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Merrill Lynch Capital Partners Inc,Merrill Lynch Capital Partners - Unspecified Fund,-
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Novartis Venture Funds,Novartis BioVenture Fund,-
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Panorama Capital Inc,Panorama Capital - Unspecified Fund,5.00
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,POSCO BioVentures,"POSCO BioVentures Fund I, L.P.",1.50
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Rbc Capital Partners,RBC Life Sciences Fund,1.56
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,TVM Capital GmbH,TVM V Life Science Ventures Gmbh & Co. KG,5.00
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Undisclosed Firm,Undisclosed Fund,-
"Acorda Therapeutics, Inc.",05/09/2003,C900187748,2836,621511,8,55.27,104.30,17,Undisclosed Firm,Undisclosed Fund,10.54
"Acorn Cardiovascular, Inc.",11/21/2002,C900187761,3845,334517,5,20.10,108.37,7,Bessemer Venture Partners,Bessemer Venture Partners - Unspecified Fund,-
"Acorn Cardiovascular, Inc.",11/21/2002,C900187761,3845,334517,5,20.10,108.37,7,Credit Suisse Private Equity,Credit Suisse Private Equity - Unspecified Fund,-
"Acorn Cardiovascular, Inc.",11/21/2002,C900187761,3845,334517,5,20.10,108.37,7,Johnson & Johnson Innovation-JJDC Inc,Johnson & Johnson Development Corporation - Unspecified Fund,-
"Acorn Cardiovascular, Inc.",11/21/2002,C900187761,3845,334517,5,20.10,108.37,7,"New Enterprise Associates, Inc.",New Enterprise Associates VII,1.09
"Acorn Cardiovascular, Inc.",11/21/2002,C900187761,3845,334517,5,20.10,108.37,7,Sightline Partners LLC,"SightLine Healthcare Fund III, L.P.",0.44
"Acorn Cardiovascular, Inc.",11/21/2002,C900187761,3845,334517,5,20.10,108.37,7,Spray Venture Partners,"Spray Venture Fund, L.P.",-
"Acorn Cardiovascular, Inc.",11/21/2002,C900187761,3845,334517,5,20.10,108.37,7,Three Arch Partners LP,Three Arch Partners - Unspecified Fund,-
Acoustic Technologies Inc,11/01/2002,C901388779,7372,511210,1,12.00,97.00,2,Signature Capital LLC,Signature Capital LLC - Unspecified Fund,10.00
Acoustic Technologies Inc,11/01/2002,C901388779,7372,511210,1,12.00,97.00,2,Undisclosed Firm,Undisclosed Fund,-
Acoustic Technologies Inc,05/16/2003,C901388779,7372,511210,2,1.80,98.80,1,Signature Capital LLC,Signature Capital LLC - Unspecified Fund,-
AcroMetrix,10/20/2004,C901447205,2835,325413,1,3.00,9.63,1,Telegraph Hill Partners,Telegraph Hill Partners - Unspecified Fund,-
Acteon Group Ltd,04/02/2003,C902544545,1382,213112,1,8.00,47.06,1,"Lime Rock Partners, LLC","Lime Rock Partners II, L.P.",8.00
"Actimize, Inc.",11/13/2002,C902797800,7372,511210,2,10.00,21.27,3,Carmel Ventures IV Principals Fund LP,Carmel Software Fund,3.35
"Actimize, Inc.",11/13/2002,C902797800,7372,511210,2,10.00,21.27,3,Giza Venture Capital,Giza Venture Capital,-
"Actimize, Inc.",11/13/2002,C902797800,7372,511210,2,10.00,21.27,3,Vertex Israel II Management Ltd,Vertex Management Israel - Unspecified Fund,-
Actional Corporation,03/12/2003,C901635556,-,-,2,10.00,25.00,3,August Capital Management LLC,August Capital - Unspecified Fund,-
Actional Corporation,03/12/2003,C901635556,-,-,2,10.00,25.00,3,Granite Ventures LLC,Granite Ventures LLC - Unspecified Fund,-
Actional Corporation,03/12/2003,C901635556,-,-,2,10.00,25.00,3,Sevin Rosen Funds,"Sevin Rosen Fund VIII, L.P.",5.00
ActivBiotics Inc,04/30/2003,C901371195,2834,325414,2,13.21,35.00,8,BioVentures Investors,"BioVentures Investors II, L.P.",-
ActivBiotics Inc,04/30/2003,C901371195,2834,325414,2,13.21,35.00,8,Growth Works Capital Ltd,Canadian Medical Discoveries Fund,-
ActivBiotics Inc,04/30/2003,C901371195,2834,325414,2,13.21,35.00,8,China Development Industrial Bank,China Development Financial Holding Corp - Unspecified Fund,0.50
ActivBiotics Inc,04/30/2003,C901371195,2834,325414,2,13.21,35.00,8,Delphi Ventures,Delphi Ventures V,6.71
ActivBiotics Inc,04/30/2003,C901371195,2834,325414,2,13.21,35.00,8,"Healthcare Ventures, LLC","HealthCare Ventures VI, L.P.",3.75
ActivBiotics Inc,04/30/2003,C901371195,2834,325414,2,13.21,35.00,8,Lumira Capital Corp.,Lumira Capital Corporation - Unspecified Fund,-
ActivBiotics Inc,04/30/2003,C901371195,2834,325414,2,13.21,35.00,8,New England Partners,New England Partners - Unspecified Fund,1.25
ActivBiotics Inc,04/30/2003,C901371195,2834,325414,2,13.21,35.00,8,Undisclosed Firm,Undisclosed Fund,-
ActivBiotics Inc,01/30/2004,C901371195,2834,325414,3,13.21,48.12,6,BioVentures Investors,BioVentures Investors - Unspecified Fund,-
ActivBiotics Inc,01/30/2004,C901371195,2834,325414,3,13.21,48.12,6,China Development Industrial Bank,China Development Financial Holding Corp - Unspecified Fund,-
ActivBiotics Inc,01/30/2004,C901371195,2834,325414,3,13.21,48.12,6,Delphi Ventures,Delphi Ventures - Unspecified Fund,-
ActivBiotics Inc,01/30/2004,C901371195,2834,325414,3,13.21,48.12,6,"Healthcare Ventures, LLC",HealthCare Ventures LLC - Unspecified Fund,-
ActivBiotics Inc,01/30/2004,C901371195,2834,325414,3,13.21,48.12,6,Lumira Capital Corp.,Lumira Capital Corporation - Unspecified Fund,-
