Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
Acstar Insurance Co,07/12/1988,C900899134,-,-,1,33.00,33.26,3,First Analysis Corp,"Productivity Fund, The",0.50
ACT Networks Inc,12/07/1988,C000000010,3577,334119,2,1.60,6.81,2,Pacific Technology Venture,Pacific Technology Ventures,1.00
ACT Networks Inc,12/07/1988,C000000010,3577,334119,2,1.60,6.81,2,Undisclosed Firm,Undisclosed Fund,-
ACT Networks Inc,04/23/1992,C000000010,3577,334119,3,1.00,5.11,2,Pacific Technology Venture,Pacific Technology Ventures,0.50
ACT Networks Inc,04/23/1992,C000000010,3577,334119,3,1.00,5.11,2,Undisclosed Firm,Undisclosed Fund,-
ACT Networks Inc,12/01/1993,C000000010,3577,334119,5,2.21,13.77,2,Promon Ventures(Promon),Promon Ventures - Unspecified Fund,-
ACT Networks Inc,12/01/1993,C000000010,3577,334119,5,2.21,13.77,2,Pyramid Ventures Inc,"Pyramid Ventures, Inc. - Unspecified Fund",-
ACT Networks Inc,03/01/1993,C000000010,3577,334119,4,2.13,8.93,1,Promon Ventures(Promon),Promon Ventures - Unspecified Fund,-
Actimed Laboratories Inc,07/01/1994,C900430295,3841,339112,10,2.50,25.87,3,Grotech Ventures,"Grotech Partners III, L.P.",0.05
Actimed Laboratories Inc,07/01/1994,C900430295,3841,339112,10,2.50,25.87,3,Grotech Ventures,Grotech Ventures - Unspecified Fund,0.39
Actimed Laboratories Inc,07/01/1994,C900430295,3841,339112,10,2.50,25.87,3,Undisclosed Firm,Undisclosed Fund,-
Active Noise and Vibration Technologies,12/31/1992,C900904693,3829,334519,1,10.00,19.00,2,Advent International Corp,"Advent International Network Fund, L.P.",2.00
Active Noise and Vibration Technologies,12/31/1992,C900904693,3829,334519,1,10.00,19.00,2,Undisclosed Firm,Undisclosed Fund,-
Active Voice Corporation,10/31/1990,C000000070,3661,334210,1,3.99,26.35,1,Summit Partners LP,"Summit Ventures II, L.P.",3.99
Actuate Corp,12/02/1993,C000047446,7372,511210,1,1.00,3.00,2,Accel Partners & Co Inc,Accel IV L.P.,0.92
Actuate Corp,12/02/1993,C000047446,7372,511210,1,1.00,3.00,2,Undisclosed Firm,Undisclosed Fund,-
Actuate Corp,07/01/1994,C000047446,7372,511210,2,3.50,10.50,3,Accel Partners & Co Inc,Accel IV L.P.,1.60
Actuate Corp,07/01/1994,C000047446,7372,511210,2,3.50,10.50,3,Mohr Davidow Ventures,Mohr Davidow Ventures III,1.75
Actuate Corp,07/01/1994,C000047446,7372,511210,2,3.50,10.50,3,Undisclosed Firm,Undisclosed Fund,-
Acurex Corporation,01/01/1992,C900568485,3829,334519,3,4.10,8.31,2,Pliant Corp,H&Q Ventures II (Hambrecht & Quist),0.18
Acurex Corporation,01/01/1992,C900568485,3829,334519,3,4.10,8.31,2,Summit Partners LP,"Summit Ventures II, L.P.",3.92
ADAK Communications Corporation,04/11/1994,C900188169,3571,334111,7,4.30,8.70,3,Advent International Corp,Asia Pacific Special Situations Fund,0.42
ADAK Communications Corporation,04/11/1994,C900188169,3571,334111,7,4.30,8.70,3,Fostin Capital Partners,Fostin Capital Associates,-
ADAK Communications Corporation,04/11/1994,C900188169,3571,334111,7,4.30,8.70,3,Two Rivers Associates LLC,Gateway Venture Partners II,0.05
"Adaptive Logic, Inc.",08/15/1992,C900430296,-,-,2,0.60,1.40,3,Applied Technology Co Ltd,"Applied Technology Partners, L.P.",-
"Adaptive Logic, Inc.",08/15/1992,C900430296,-,-,2,0.60,1.40,3,Associated Venture Investors,Associated Venture Investors II,0.25
"Adaptive Logic, Inc.",08/15/1992,C900430296,-,-,2,0.60,1.40,3,DIVERSIFIED GROWTH ASSOCIATES,Diversified Growth Associates,-
Adolor Corporation,11/01/1994,C000074940,2834,325412,1,1.50,2.31,3,Arch Venture Partners,ARCH Venture Fund II,0.50
Adolor Corporation,11/01/1994,C000074940,2834,325412,1,1.50,2.31,3,HarbourVest Partners LLC,Falcon Ventures,0.50
Adolor Corporation,11/01/1994,C000074940,2834,325412,1,1.50,2.31,3,Opus Capital,"WPG Enterprise Fund II, L.P.",0.50
"Advanced Computer Communications, Inc.",02/01/1992,C900111998,3577,334119,2,10.00,32.60,8,Accel Partners & Co Inc,"Accel III, L.P.",2.15
"Advanced Computer Communications, Inc.",02/01/1992,C900111998,3577,334119,2,10.00,32.60,8,Apax Partners LLP,APA Excelsior III,2.09
"Advanced Computer Communications, Inc.",02/01/1992,C900111998,3577,334119,2,10.00,32.60,8,Bass & Associates A Professional Corp,Bass Associates,0.25
"Advanced Computer Communications, Inc.",02/01/1992,C900111998,3577,334119,2,10.00,32.60,8,Battery Ventures LP,Battery Ventures II,1.00
"Advanced Computer Communications, Inc.",02/01/1992,C900111998,3577,334119,2,10.00,32.60,8,HarbourVest Partners LLC,HarbourVest Partners III L.P.,-
"Advanced Computer Communications, Inc.",02/01/1992,C900111998,3577,334119,2,10.00,32.60,8,Jafco Co Ltd,Japan Associated Finance Co. Ltd.,-
"Advanced Computer Communications, Inc.",02/01/1992,C900111998,3577,334119,2,10.00,32.60,8,Apax Partners LLP,Patricof & Co. Ventures,-
"Advanced Computer Communications, Inc.",02/01/1992,C900111998,3577,334119,2,10.00,32.60,8,Undisclosed Firm,Undisclosed Fund,-
"Advanced Fibre Communications, Inc.",04/01/1993,C000000092,3661,334418,1,2.28,3.65,3,Pliant Corp,Hambrecht & Quist Venture Partners,-
"Advanced Fibre Communications, Inc.",04/01/1993,C000000092,3661,334418,1,2.28,3.65,3,SAND HILL VENTURE GROUP,Sand Hill Ventures Group,-
"Advanced Fibre Communications, Inc.",04/01/1993,C000000092,3661,334418,1,2.28,3.65,3,"Vanguard Ventures, Inc.",Vanguard Associates III,-
"Advanced Fibre Communications, Inc.",10/01/1993,C000000092,3661,334418,2,5.00,22.29,1,Pliant Corp,Hambrecht & Quist Venture Partners,-
"Advanced Fibre Communications, Inc.",05/01/1994,C000000092,3661,334418,3,7.19,29.67,2,Globespan Capital Partners,JAFCO USIT I,-
"Advanced Fibre Communications, Inc.",05/01/1994,C000000092,3661,334418,3,7.19,29.67,2,Norwest Venture Partners,Norwest Venture Partners- Unspecified Fund,-
"Advanced Fibre Communications, Inc.",10/01/1994,C000000092,3661,334418,4,5.85,42.93,3,Undisclosed Firm,Undisclosed Fund,0.93
"Advanced Fibre Communications, Inc.",10/01/1994,C000000092,3661,334418,4,5.85,42.93,3,Undisclosed Firm,Undisclosed Fund,0.37
"Advanced Fibre Communications, Inc.",10/01/1994,C000000092,3661,334418,4,5.85,42.93,3,Undisclosed Firm,Undisclosed Fund,-
"Advanced Recognition Technologies, Inc.",04/15/1994,C900914609,7372,511210,2,5.50,16.70,1,Undisclosed Firm,Undisclosed Fund,-
"Advanced Surgical Intervention, Inc.",05/26/1992,C900189120,8733,541712,6,0.11,27.10,2,"Brentwood Associates, L.P.",Brentwood Associates IV,-
"Advanced Surgical Intervention, Inc.",05/26/1992,C900189120,8733,541712,6,0.11,27.10,2,Southern California Ventures,Southern California Ventures II,-
"Advanced Surgical Intervention, Inc.",01/01/1993,C900189120,8733,541712,7,1.30,25.50,6,"Brentwood Associates, L.P.",Brentwood Associates - Unspecified Fund,-
"Advanced Surgical Intervention, Inc.",01/01/1993,C900189120,8733,541712,7,1.30,25.50,6,"Brentwood Associates, L.P.",Brentwood Associates IV,0.11
"Advanced Surgical Intervention, Inc.",01/01/1993,C900189120,8733,541712,7,1.30,25.50,6,Crosspoint Venture Partners,Crosspoint Venture Partners IV,-
"Advanced Surgical Intervention, Inc.",01/01/1993,C900189120,8733,541712,7,1.30,25.50,6,Pliant Corp,Hambrecht & Quist Venture Partners,-
"Advanced Surgical Intervention, Inc.",01/01/1993,C900189120,8733,541712,7,1.30,25.50,6,Medicus Venture Partners,Medicus Venture Partners,-
"Advanced Surgical Intervention, Inc.",01/01/1993,C900189120,8733,541712,7,1.30,25.50,6,Southern California Ventures,Southern California Ventures II,0.20
Advent Software Inc,12/15/1993,C000000109,7372,511210,2,5.00,29.83,2,Mayfield Fund,Mayfield VII,4.35
Advent Software Inc,12/15/1993,C000000109,7372,511210,2,5.00,29.83,2,Undisclosed Firm,Undisclosed Fund,-
Advent Software Inc,01/01/1993,C000000109,7372,511210,1,2.50,8.31,1,Undisclosed Firm,Undisclosed Fund,-
"Aehr Test Systems, Inc.",04/01/1994,C000031416,3825,334515,6,1.44,19.44,1,Undisclosed Firm,Undisclosed Fund,1.44
"Aero-Design Technology, Inc.",02/22/1989,C900909522,-,336413,2,3.00,5.00,3,INTERVEN II PARTNERS L P,InterVen II,1.25
"Aero-Design Technology, Inc.",02/22/1989,C900909522,-,336413,2,3.00,5.00,3,HarbourVest Partners LLC,"John Hancock Venture Capital Fund, L.P.",0.74
"Aero-Design Technology, Inc.",02/22/1989,C900909522,-,336413,2,3.00,5.00,3,Undisclosed Firm,Undisclosed Fund,-
"Aero-Design Technology, Inc.",09/01/1992,C900909522,-,336413,6,0.75,7.00,2,INTERVEN II PARTNERS L P,InterVen II,0.17
"Aero-Design Technology, Inc.",09/01/1992,C900909522,-,336413,6,0.75,7.00,2,HarbourVest Partners LLC,"John Hancock Venture Capital Fund, L.P.",-
"Aero-Design Technology, Inc.",12/21/1992,C900909522,-,336413,7,-,5.01,2,Crosspoint Venture Partners,Crosspoint Venture Partners III,-
"Aero-Design Technology, Inc.",12/21/1992,C900909522,-,336413,7,-,5.01,2,INTERVEN II PARTNERS L P,InterVen II,0.00
Aerogen Inc,10/26/1994,C000073586,2834,325412,1,1.50,3.06,4,Advent International Corp,Advent International Investors,0.45
Aerogen Inc,10/26/1994,C000073586,2834,325412,1,1.50,3.06,4,CMEA Development Company LLC,"Chemicals and Materials Enterprise Associates, L.P.",0.50
Aerogen Inc,10/26/1994,C000073586,2834,325412,1,1.50,3.06,4,U.S. Venture Partners,U.S. Venture Partners IV,0.50
Aerogen Inc,10/26/1994,C000073586,2834,325412,1,1.50,3.06,4,Undisclosed Firm,Undisclosed Fund,-
"Agile Networks, Inc.",11/12/1992,C900563190,7372,334611,1,4.90,9.40,5,ABS Ventures,ABS Ventures III,-
"Agile Networks, Inc.",11/12/1992,C900563190,7372,334611,1,4.90,9.40,5,Accel Partners & Co Inc,"Accel III, L.P.",1.08
"Agile Networks, Inc.",11/12/1992,C900563190,7372,334611,1,4.90,9.40,5,Charles River Ventures LLC,Charles River Partnership VI,1.00
"Agile Networks, Inc.",11/12/1992,C900563190,7372,334611,1,4.90,9.40,5,Institutional Venture Partners,Institutional Venture Partners - Unspecified Fund,-
"Agile Networks, Inc.",11/12/1992,C900563190,7372,334611,1,4.90,9.40,5,Oak Investment Partners,Oak Investment Partners V,1.22
"Agile Networks, Inc.",04/01/1993,C900563190,7372,334611,2,1.50,14.00,1,"Brentwood Associates, L.P.",Brentwood Associates IV,-
Alameda Instruments Inc,01/01/1992,C900688619,3559,333298,2,1.00,9.20,2,Pliant Corp,Hambrecht & Quist Venture Partners,-
Alameda Instruments Inc,01/01/1992,C900688619,3559,333298,2,1.00,9.20,2,Morgan Guaranty Trust Company of New York Et Al,Morgan Guaranty Trust Co.,-
Alert Care Inc,09/01/1984,C902818142,-,-,1,-,0.48,2,MBW Management Inc,"MBW Venture Partners, L.P.",0.11
Alert Care Inc,09/01/1984,C902818142,-,-,1,-,0.48,2,MBW Management Inc,Michigan Investment Fund,0.11
"Alexion Pharmaceuticals, Inc.",11/12/1993,C000030398,2834,325412,1,3.60,37.70,2,Oak Investment Partners,Oak Investment Partners V,2.40
"Alexion Pharmaceuticals, Inc.",11/12/1993,C000030398,2834,325412,1,3.60,37.70,2,Undisclosed Firm,Undisclosed Fund,-
"Alexion Pharmaceuticals, Inc.",12/23/1994,C000030398,2834,325412,2,2.20,27.40,3,Global Health Sciences Inc,Global Health Sciences Fund,-
"Alexion Pharmaceuticals, Inc.",12/23/1994,C000030398,2834,325412,2,2.20,27.40,3,Oak Investment Partners,Oak Investment Partners V,0.49
"Alexion Pharmaceuticals, Inc.",12/23/1994,C000030398,2834,325412,2,2.20,27.40,3,Schroders PLC,Schroder US Venture Fund II,-
Alexon Biomedical Corporation,03/29/1989,C900675574,3841,339112,1,1.50,3.01,3,Crosspoint Venture Partners,Crosspoint Venture Partners III,0.75
Alexon Biomedical Corporation,03/29/1989,C900675574,3841,339112,1,1.50,3.01,3,MBW Management Inc,"MBW Venture Partners, L.P.",0.73
Alexon Biomedical Corporation,03/29/1989,C900675574,3841,339112,1,1.50,3.01,3,Undisclosed Firm,Undisclosed Fund,0.02
Alexon Biomedical Corporation,10/30/1990,C900675574,3841,339112,4,1.10,5.15,4,Crosspoint Venture Partners,Crosspoint Venture Partners III,0.45
Alexon Biomedical Corporation,10/30/1990,C900675574,3841,339112,4,1.10,5.15,4,MBW Management Inc,"MBW Venture Partners, L.P.",0.44
Alexon Biomedical Corporation,10/30/1990,C900675574,3841,339112,4,1.10,5.15,4,Southern California Ventures,Southern California Ventures II,0.20
Alexon Biomedical Corporation,10/30/1990,C900675574,3841,339112,4,1.10,5.15,4,Undisclosed Firm,Undisclosed Fund,0.01
"Allos Therapeutics, Inc.",10/12/1994,C000070598,2834,325412,1,1.30,7.00,3,Johnson & Johnson Innovation-JJDC Inc,Johnson & Johnson Development Corp.,0.46
"Allos Therapeutics, Inc.",10/12/1994,C000070598,2834,325412,1,1.30,7.00,3,Marquette Venture Partners L P,Marquette Venture Partners II,0.42
"Allos Therapeutics, Inc.",10/12/1994,C000070598,2834,325412,1,1.30,7.00,3,Oak Investment Partners,Oak Investment Partners V,0.42
"Alpha-Beta Technology, Inc.",10/01/1992,C000028272,2834,325412,2,3.40,40.00,2,Advent International Corp,Advent International Investors,-
"Alpha-Beta Technology, Inc.",10/01/1992,C000028272,2834,325412,2,3.40,40.00,2,"Ticonderoga Capital, Inc.","Concord Partners II, L.P.",-
"Alphatronix, Inc.",04/30/1990,C900568514,3577,334119,1,2.20,10.00,2,South Atlantic Venture Fund L P,"South Atlantic Venture Fund II, L.P.",1.00
"Alphatronix, Inc.",04/30/1990,C900568514,3577,334119,1,2.20,10.00,2,Undisclosed Firm,Undisclosed Fund,-
"Alpine Lace Brands, Inc.",08/05/1991,C000024947,5141,424410,1,3.00,35.17,1,RFE Investment Partners,"RFE Investment Partners IV, L.P.",3.00
Alsius Corporation,07/31/1992,C902739025,3841,339112,1,0.40,1.60,2,Sequoia Capital,Sequoia Capital IV,0.00
Alsius Corporation,07/31/1992,C902739025,3841,339112,1,0.40,1.60,2,Undisclosed Firm,Undisclosed Fund,-
Amber Systems Inc,10/01/1984,C900913635,-,-,1,0.29,0.59,2,MBW Management Inc,"MBW Venture Partners, L.P.",0.08
Amber Systems Inc,10/01/1984,C900913635,-,-,1,0.29,0.59,2,MBW Management Inc,Michigan Investment Fund,0.14
"American Bionetics, Inc.",06/01/1988,C000024364,2835,325413,3,-,32.00,1,MBW Management Inc,"MBW Venture Partners, L.P.",0.19
"American Bionetics, Inc.",04/01/1989,C000024364,2835,325413,4,-,18.16,1,MBW Management Inc,"MBW Venture Partners, L.P.",-
"American Day Behavioral Health Systems, Inc.",12/29/1994,C900914597,8062,622110,6,5.05,20.96,8,Abingworth Management Ltd,Abingworth PLC,-
"American Day Behavioral Health Systems, Inc.",12/29/1994,C900914597,8062,622110,6,5.05,20.96,8,ABS Ventures,ABS Ventures III,0.15
"American Day Behavioral Health Systems, Inc.",12/29/1994,C900914597,8062,622110,6,5.05,20.96,8,"New Enterprise Associates, Inc.","Catalyst Ventures, L.P.",0.15
"American Day Behavioral Health Systems, Inc.",12/29/1994,C900914597,8062,622110,6,5.05,20.96,8,Coleman Swenson Booth Inc,"Franklin Capital Associates II, L.P.",1.10
"American Day Behavioral Health Systems, Inc.",12/29/1994,C900914597,8062,622110,6,5.05,20.96,8,"New Enterprise Associates, Inc.",New Enterprise Associates V,1.00
"American Day Behavioral Health Systems, Inc.",12/29/1994,C900914597,8062,622110,6,5.05,20.96,8,New Venture Equities Ltd,New Venture Partners,-
"American Day Behavioral Health Systems, Inc.",12/29/1994,C900914597,8062,622110,6,5.05,20.96,8,Philadelphia Ventures Inc,Philadelphia Ventures II,-
"American Day Behavioral Health Systems, Inc.",12/29/1994,C900914597,8062,622110,6,5.05,20.96,8,Undisclosed Firm,Undisclosed Fund,-
"American Global Lines, Inc.",05/26/1987,C900672795,4481,483112,1,15.00,114.85,3,TA Associates Management LP,"Advent Atlantic & Pacific, L.P.",2.61
"American Global Lines, Inc.",05/26/1987,C900672795,4481,483112,1,15.00,114.85,3,TA Associates Management LP,Advent V L.P.,0.27
American Surgical Technologies,01/01/1992,C900196912,-,-,1,0.70,0.70,2,Oak Investment Partners,Oak Investment Partners V,0.09
American Surgical Technologies,01/01/1992,C900196912,-,-,1,0.70,0.70,2,Undisclosed Firm,Undisclosed Fund,-
American Surgical Technologies,12/31/1992,C900196912,-,-,4,2.55,15.30,3,Accel Partners & Co Inc,"Accel III, L.P.",1.53
American Surgical Technologies,12/31/1992,C900196912,-,-,4,2.55,15.30,3,Oak Investment Partners,Oak Investment Partners V,1.02
American Surgical Technologies,12/31/1992,C900196912,-,-,4,2.55,15.30,3,Ascent Venture Management Inc,Pioneer Capital Corporation,-
"American Transitional Hospitals, Inc.",01/01/1993,C900115465,8062,622110,3,5.17,14.90,8,Charles River Ventures LLC,Charles River Partnership V,0.60
"American Transitional Hospitals, Inc.",01/01/1993,C900115465,8062,622110,3,5.17,14.90,8,Centennial Ventures Vii L P,Criterion Venture Partners III,0.45
"American Transitional Hospitals, Inc.",01/01/1993,C900115465,8062,622110,3,5.17,14.90,8,Genesis Venture Capital Group Inc,Genesis Venture Capital Group,-
"American Transitional Hospitals, Inc.",01/01/1993,C900115465,8062,622110,3,5.17,14.90,8,InterWest Partners LLC,InterWest Partners IV,1.50
"American Transitional Hospitals, Inc.",01/01/1993,C900115465,8062,622110,3,5.17,14.90,8,Menlo Ventures,Menlo Ventures - Unspecified Fund,1.50
"American Transitional Hospitals, Inc.",01/01/1993,C900115465,8062,622110,3,5.17,14.90,8,RFE Investment Partners,RFE Investment Partners - Unspecified Fund,-
"American Transitional Hospitals, Inc.",01/01/1993,C900115465,8062,622110,3,5.17,14.90,8,Unco Ventures Ltd,"Unco Ventures, Inc.",0.35
"American Transitional Hospitals, Inc.",01/01/1993,C900115465,8062,622110,3,5.17,14.90,8,Ventures Medical Associates LP,Ventures Medical,0.70
"American Waste Services, Inc.",01/05/1990,C000000296,4953,562111,3,6.00,85.68,4,First Analysis Corp,Environmental Venture Fund,1.79
"American Waste Services, Inc.",01/05/1990,C000000296,4953,562111,3,6.00,85.68,4,First Analysis Corp,"Productivity Fund, The",0.90
"American Waste Services, Inc.",01/05/1990,C000000296,4953,562111,3,6.00,85.68,4,RS Investment Trust,"Robertson, Colman & Stephens III",0.47
Amerigroup Corporation,10/01/1994,C000079593,6324,524114,1,10.38,11.68,4,Genstar Capital LLC,Genstar Capital Corporation,-
Amerigroup Corporation,10/01/1994,C000079593,6324,524114,1,10.38,11.68,4,"New Enterprise Associates, Inc.","New Enterprise Associates VI, L.P.",1.00
Amerigroup Corporation,10/01/1994,C000079593,6324,524114,1,10.38,11.68,4,Sutter Hill Ventures,Sutter Hill Ventures,-
Amerigroup Corporation,10/01/1994,C000079593,6324,524114,1,10.38,11.68,4,Undisclosed Firm,Undisclosed Fund,-
"AMISYS Managed Care Systems, Inc.",04/27/1994,C000030293,7372,334611,1,12.00,12.60,7,"ABS Capital Partners, Inc.",ABS Capital Partners - Unspecified Fund,-
"AMISYS Managed Care Systems, Inc.",04/27/1994,C000030293,7372,334611,1,12.00,12.60,7,Alex Brown & Sons Inc,Alex Brown & Sons I,-
"AMISYS Managed Care Systems, Inc.",04/27/1994,C000030293,7372,334611,1,12.00,12.60,7,Greylock Partners LLC,Greylock Ventures L.P.,-
"AMISYS Managed Care Systems, Inc.",04/27/1994,C000030293,7372,334611,1,12.00,12.60,7,"New Enterprise Associates, Inc.","New Enterprise Associates VI, L.P.",0.90
"AMISYS Managed Care Systems, Inc.",04/27/1994,C000030293,7372,334611,1,12.00,12.60,7,Undisclosed Firm,Undisclosed Fund,-
"AMISYS Managed Care Systems, Inc.",04/27/1994,C000030293,7372,334611,1,12.00,12.60,7,Undisclosed Firm,Undisclosed Fund,-
"AMISYS Managed Care Systems, Inc.",04/27/1994,C000030293,7372,334611,1,12.00,12.60,7,Undisclosed Firm,Undisclosed Fund,-
"Analog Design Tools, Inc.",06/01/1983,C900669308,7372,334611,1,0.75,5.84,2,ALPHA CAPITAL VENTURE PARTNERS L P,Alpha Partners I,0.68
"Analog Design Tools, Inc.",06/01/1983,C900669308,7372,334611,1,0.75,5.84,2,Undisclosed Firm,Undisclosed Fund,-
"Analog Design Tools, Inc.",04/01/1984,C900669308,7372,334611,2,2.33,11.69,5,Asset Management Co,Asset Management Associates,0.29
"Analog Design Tools, Inc.",04/01/1984,C900669308,7372,334611,2,2.33,11.69,5,Institutional Venture Partners,Institutional Venture Partners,0.75
"Analog Design Tools, Inc.",04/01/1984,C900669308,7372,334611,2,2.33,11.69,5,MBW Management Inc,"MBW Venture Partners, L.P.",0.29
"Analog Design Tools, Inc.",04/01/1984,C900669308,7372,334611,2,2.33,11.69,5,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,0.10
"Analog Design Tools, Inc.",04/01/1984,C900669308,7372,334611,2,2.33,11.69,5,U.S. Venture Partners,U.S. Venture Partners II,0.90
"Analog Design Tools, Inc.",01/01/1985,C900669308,7372,334611,3,5.00,11.69,10,Asset Management Co,Asset Management Associates 1984,0.50
"Analog Design Tools, Inc.",01/01/1985,C900669308,7372,334611,3,5.00,11.69,10,Undisclosed Firm,"Hillman Ventures, Inc.",1.00
"Analog Design Tools, Inc.",01/01/1985,C900669308,7372,334611,3,5.00,11.69,10,Institutional Venture Partners,Institutional Venture Partners,1.00
"Analog Design Tools, Inc.",01/01/1985,C900669308,7372,334611,3,5.00,11.69,10,MBW Management Inc,"MBW Venture Partners, L.P.",0.29
"Analog Design Tools, Inc.",01/01/1985,C900669308,7372,334611,3,5.00,11.69,10,MBW Management Inc,Michigan Investment Fund,1.00
