Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
"180Commerce, Inc.",03/31/2000,C901171587,-,-,1,0.60,10.70,1,Imlay Investments,Imlay Investments - Unspecified Fund,-
1Call4All.com,03/24/2000,C901378390,-,-,1,1.50,4.60,2,Gleacher & Company Securities Inc,First Albany Enterprise Funding (AKA: F.A.E.F.(Direct)),0.55
1Call4All.com,03/24/2000,C901378390,-,-,1,1.50,4.60,2,Undisclosed Firm,Undisclosed Fund,-
1Vision Software Inc,05/23/2000,C901274058,-,-,1,2.85,27.85,3,Core Pacific Consulting Co,Core Pacific Venture Capital Corporation,-
1Vision Software Inc,05/23/2000,C901274058,-,-,1,2.85,27.85,3,Undisclosed Firm,Undisclosed Fund,-
1Vision Software Inc,05/23/2000,C901274058,-,-,1,2.85,27.85,3,Undisclosed Firm,Undisclosed Fund,-
"2Bridge Software, Inc.",03/13/2000,C900183254,7372,334611,4,1.57,224.05,3,Goldman Sachs & Co,"Goldman Sachs Private Equity Partners 1999, L.P.",-
"2Bridge Software, Inc.",03/13/2000,C900183254,7372,334611,4,1.57,224.05,3,J & W Seligman and Co Inc,J&W Seligman & Company,1.50
"2Bridge Software, Inc.",03/13/2000,C900183254,7372,334611,4,1.57,224.05,3,"New Enterprise Associates, Inc.",New Enterprise Associates VII,-
"2nd Century Communications, Inc",02/29/2000,C900563208,-,-,4,75.00,450.00,9,Accel Partners & Co Inc,Accel Partners - Unspecified Fund,0.74
"2nd Century Communications, Inc",02/29/2000,C900563208,-,-,4,75.00,450.00,9,Accel Partners & Co Inc,Accel VI L.P.,3.26
"2nd Century Communications, Inc",02/29/2000,C900563208,-,-,4,75.00,450.00,9,Dell Ventures LP,Dell Ventures - Unspecified Fund,10.00
"2nd Century Communications, Inc",02/29/2000,C900563208,-,-,4,75.00,450.00,9,Intel Capital Corp,Intel Corporation,-
"2nd Century Communications, Inc",02/29/2000,C900563208,-,-,4,75.00,450.00,9,Meritech Capital Partners,"Meritech Capital Partners, L.P.",35.00
"2nd Century Communications, Inc",02/29/2000,C900563208,-,-,4,75.00,450.00,9,Microsoft Corp,Microsoft Corporation - Unspecified Fund,10.00
"2nd Century Communications, Inc",02/29/2000,C900563208,-,-,4,75.00,450.00,9,North Bridge Venture Partners LP,"North Bridge Venture Partners II, L.P.",2.50
"2nd Century Communications, Inc",02/29/2000,C900563208,-,-,4,75.00,450.00,9,Venrock Inc,Venrock Associates,-
"2nd Century Communications, Inc",02/29/2000,C900563208,-,-,4,75.00,450.00,9,Venrock Inc,"Venrock Associates II, L.P.",3.50
"2Wire, Inc.",03/29/2000,C900037795,3577,334119,3,54.00,329.00,10,Accel Partners & Co Inc,Accel Partners - Unspecified Fund,0.93
"2Wire, Inc.",03/29/2000,C900037795,3577,334119,3,54.00,329.00,10,Accel Partners & Co Inc,Accel VI L.P.,4.07
"2Wire, Inc.",03/29/2000,C900037795,3577,334119,3,54.00,329.00,10,Dell Ventures LP,Dell Ventures - Unspecified Fund,1.65
"2Wire, Inc.",03/29/2000,C900037795,3577,334119,3,54.00,329.00,10,Doll Capital Management Inc,Doll Technology Investment Fund II,8.00
"2Wire, Inc.",03/29/2000,C900037795,3577,334119,3,54.00,329.00,10,Invesco Private Capital Inc,"INVESCO Partnership Fund II, L.P.",8.00
"2Wire, Inc.",03/29/2000,C900037795,3577,334119,3,54.00,329.00,10,Meritech Capital Partners,"Meritech Capital Partners, L.P.",17.50
"2Wire, Inc.",03/29/2000,C900037795,3577,334119,3,54.00,329.00,10,Oak Investment Partners,Oak Investment Partners VIII,5.00
"2Wire, Inc.",03/29/2000,C900037795,3577,334119,3,54.00,329.00,10,Office Depot Inc,"Office Depot, Inc.",2.00
"2Wire, Inc.",03/29/2000,C900037795,3577,334119,3,54.00,329.00,10,Undisclosed Firm,Undisclosed Fund,-
"2Wire, Inc.",03/29/2000,C900037795,3577,334119,3,54.00,329.00,10,Venrock Inc,Venrock Associates - Unspecified Fund,3.00
2Wrongs.com,03/22/2000,C901252599,7379,541519,2,4.00,16.00,2,New Atlantic Ventures,Draper Atlantic Venture Fund,-
2Wrongs.com,03/22/2000,C901252599,7379,541519,2,4.00,16.00,2,Lazard Technology Partners,Lazard Technology Partners,-
"360 Commerce, Inc.",02/01/2000,C901270663,7372,334611,1,8.00,30.02,3,"Jefferson Capital Partners, Ltd.","Jefferson Capital Partners I, L.P.",-
"360 Commerce, Inc.",02/01/2000,C901270663,7372,334611,1,8.00,30.02,3,Lovett Miller & Co Inc,Lovett Miller & Company - Unspecified Fund,2.50
"360 Commerce, Inc.",02/01/2000,C901270663,7372,334611,1,8.00,30.02,3,SSM Partners LP,"SSM Venture Partners II, L.P.",3.00
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,Abingworth Management Ltd,Abingworth Bioventures,1.73
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,AetNA Services Inc,Aetna Life and Casualty,0.50
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,Bellevue Asset Management AG,BB BIOTECH AG,11.64
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,"Healthcare Ventures, LLC","HealthCare Ventures III, L.P.",3.20
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,"Healthcare Ventures, LLC","HealthCare Ventures IV, L.P.",0.94
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,"Healthcare Ventures, LLC","HealthCare Ventures V, L.P.",3.07
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,M&G Investment Management Ltd,M&G Group,1.00
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,Rho Capital Partners Inc,"Rho Capital Partners, Inc. - Unspecified Fund",5.11
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,SENMED MEDICAL VENTURES,Senmed Medical Ventures,0.50
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,Undisclosed Firm,Undisclosed Fund,0.63
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,Undisclosed Firm,Undisclosed Fund,0.09
"3-Dimensional Pharmaceuticals, Inc.",03/21/2000,C000072630,2836,325414,6,28.72,83.05,12,Undisclosed Firm,Undisclosed Fund,-
"3PAR, Inc.",04/07/2000,C901291344,3572,334112,2,16.00,75.00,3,Mayfield Fund,Mayfield IX,5.00
"3PAR, Inc.",04/07/2000,C901291344,3572,334112,2,16.00,75.00,3,Undisclosed Firm,Undisclosed Fund,-
"3PAR, Inc.",04/07/2000,C901291344,3572,334112,2,16.00,75.00,3,"Worldview Technology Partners, Inc.","Worldview Technology Partners II, L.P.",5.00
3Path,03/14/2000,C901400766,-,-,2,10.00,25.00,3,BRM Capital LLC,BRM Seed,-
3Path,03/14/2000,C901400766,-,-,2,10.00,25.00,3,Goldman Sachs & Co,"Goldman, Sachs & Company - Unspecified Fund",-
3Path,03/14/2000,C901400766,-,-,2,10.00,25.00,3,Intel Capital Corp,Intel Corporation,-
"3PLex, Inc.",04/07/2000,C901274189,-,-,1,15.00,34.18,5,Goldman Sachs & Co,"Goldman, Sachs & Company - Unspecified Fund",-
"3PLex, Inc.",04/07/2000,C901274189,-,-,1,15.00,34.18,5,Ionian Management Inc,Ionian Ventures -Unspecified Fund,-
"3PLex, Inc.",04/07/2000,C901274189,-,-,1,15.00,34.18,5,Morgan Stanley Private Equity,Morgan Stanley Private Equity - Unspecified Fund,-
"3PLex, Inc.",04/07/2000,C901274189,-,-,1,15.00,34.18,5,Polaris Venture Partners,"Polaris Venture Partners III, L.P.",10.00
"3PLex, Inc.",04/07/2000,C901274189,-,-,1,15.00,34.18,5,Undisclosed Firm,Undisclosed Fund,-
401kexchange Com Inc,01/04/2000,C901291356,7389,561499,2,3.10,11.50,5,"Holding Capital Group, Inc.","Holding Capital Group, Inc. - Unspecified Fund",-
401kexchange Com Inc,01/04/2000,C901291356,7389,561499,2,3.10,11.50,5,J.H. Whitney & Co LLC,J.H. Whitney & Co.-Unspecified Fund,-
401kexchange Com Inc,01/04/2000,C901291356,7389,561499,2,3.10,11.50,5,Northstar Ventures Inc,North Star Ventures,-
401kexchange Com Inc,01/04/2000,C901291356,7389,561499,2,3.10,11.50,5,Plantagenet Capital Fund LP,"Plantagenet Partners, L.P.",0.02
401kexchange Com Inc,01/04/2000,C901291356,7389,561499,2,3.10,11.50,5,Undisclosed Firm,Undisclosed Fund,-
4anything Com Inc,06/01/2000,C900424739,7375,519130,1,-,60.00,1,Novitas Capital LP,"Novitas Capital, L.P.",-
4anything Com Inc,06/30/2000,C900424739,7375,519130,2,11.00,60.00,3,Novitas Capital LP,Novitas Capital - Unspecified Fund,-
4anything Com Inc,06/30/2000,C900424739,7375,519130,2,11.00,60.00,3,Safeguard Scientifics Inc,"Safeguard Scientifics, Inc. - Unspecified Fund",-
4anything Com Inc,06/30/2000,C900424739,7375,519130,2,11.00,60.00,3,Undisclosed Firm,Undisclosed Fund,-
"58k.com, Inc.",01/12/2000,C901291387,2754,323111,1,1.00,22.00,2,PIEDMONT VENTURE PARTNERS,"Piedmont Venture Partners II, L.P.",-
"58k.com, Inc.",01/12/2000,C901291387,2754,323111,1,1.00,22.00,2,Undisclosed Firm,Undisclosed Fund,-
"800.com, Inc.",03/01/2000,C000071019,5961,454111,4,23.75,240.75,8,Advent International Corp,Advent International Corporation - Unspecified Fund,0.55
"800.com, Inc.",03/01/2000,C000071019,5961,454111,4,23.75,240.75,8,Apv Technology Partners,"APV Technology Partners, L.P.",0.55
"800.com, Inc.",03/01/2000,C000071019,5961,454111,4,23.75,240.75,8,WI Harper Group Inc,Beijing Technology Development Fund,-
"800.com, Inc.",03/01/2000,C000071019,5961,454111,4,23.75,240.75,8,Olympic Venture Partners,"Olympic Venture Partners V, L.P.",0.90
"800.com, Inc.",03/01/2000,C000071019,5961,454111,4,23.75,240.75,8,CDP Capital Private Equity,Sofinov I - Caisse de Depot et Placement du Quebec,-
"800.com, Inc.",03/01/2000,C000071019,5961,454111,4,23.75,240.75,8,Trinity Ventures LLP,"Trinity Ventures VI, L.P.",1.00
"800.com, Inc.",03/01/2000,C000071019,5961,454111,4,23.75,240.75,8,Undisclosed Firm,Undisclosed Fund,1.00
"800.com, Inc.",03/01/2000,C000071019,5961,454111,4,23.75,240.75,8,Vulcan Capital Group Llc,Vulcan Capital - Unspecified Fund,4.00
86.com,05/15/2000,C901275275,7375,519130,1,2.00,9.00,1,Columbia Capital LP,Columbia Capital Equity Partners II,2.00
A Life Medical Inc,04/19/2000,C900185508,-,511210,3,9.00,33.50,3,Sorrento Associates Inc,"Sorrento Growth Partners I, L.P.",1.00
A Life Medical Inc,04/19/2000,C900185508,-,511210,3,9.00,33.50,3,Sorrento Associates Inc,Sorrento Ventures III,-
A Life Medical Inc,04/19/2000,C900185508,-,511210,3,9.00,33.50,3,Sorrento Associates Inc,"Sorrento Ventures IV, L.P.",-
"Abilizer Solutions, Inc.",04/04/2000,C900546891,7375,519130,3,31.00,242.00,8,Blackstone Group LP,"Blackstone Capital Partners III, L.P.",1.44
"Abilizer Solutions, Inc.",04/04/2000,C900546891,7375,519130,3,31.00,242.00,8,Avis Budget Group Inc,Cendant Corporation,-
"Abilizer Solutions, Inc.",04/04/2000,C900546891,7375,519130,3,31.00,242.00,8,Windspeed Ventures,Comdisco Ventures Fund A LLC,-
"Abilizer Solutions, Inc.",04/04/2000,C900546891,7375,519130,3,31.00,242.00,8,Dorset Capital,"Dorset Capital, L.P.",1.00
"Abilizer Solutions, Inc.",04/04/2000,C900546891,7375,519130,3,31.00,242.00,8,INFORMATION TECHNOLOGY VENTURES L P,"Information Technology Ventures, L.P.",-
"Abilizer Solutions, Inc.",04/04/2000,C900546891,7375,519130,3,31.00,242.00,8,Tailwind Capital Group LLC,"TWCP, L.P.",12.00
"Abilizer Solutions, Inc.",04/04/2000,C900546891,7375,519130,3,31.00,242.00,8,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,-
"Abilizer Solutions, Inc.",04/04/2000,C900546891,7375,519130,3,31.00,242.00,8,Undisclosed Firm,Undisclosed Fund,-
"Abridge.com, Inc.",05/01/2000,C900923261,-,-,2,7.00,22.00,2,EMC Ventures,EMC II Venture Partners,-
"Abridge.com, Inc.",05/01/2000,C900923261,-,-,2,7.00,22.00,2,Venrock Inc,Venrock Associates - Unspecified Fund,-
ACADIA Pharmaceuticals Inc,05/05/2000,C900186959,2836,325414,5,22.00,80.47,3,OrbiMed Advisors LLC,OrbiMed Advisors LLC - Unspecified Fund,5.00
ACADIA Pharmaceuticals Inc,05/05/2000,C900186959,2836,325414,5,22.00,80.47,3,Undisclosed Firm,Undisclosed Fund,-
ACADIA Pharmaceuticals Inc,05/05/2000,C900186959,2836,325414,5,22.00,80.47,3,W R Hambrecht & Co L L C,W.R. Hambrecht & Company - Unspecified Fund,5.00
"AcceLight Networks, Inc.",04/20/2000,C900713661,3661,334210,1,17.73,43.27,5,Menlo Ventures,"Menlo Ventures VIII, L.P.",8.24
"AcceLight Networks, Inc.",04/20/2000,C900713661,3661,334210,1,17.73,43.27,5,Undisclosed Firm,Undisclosed Fund,-
"AcceLight Networks, Inc.",04/20/2000,C900713661,3661,334210,1,17.73,43.27,5,Undisclosed Firm,Undisclosed Fund,-
"AcceLight Networks, Inc.",04/20/2000,C900713661,3661,334210,1,17.73,43.27,5,Undisclosed Firm,Undisclosed Fund,-
"AcceLight Networks, Inc.",04/20/2000,C900713661,3661,334210,1,17.73,43.27,5,Venrock Inc,Venrock Associates - Unspecified Fund,-
Accentcare Inc,06/05/2000,C900542589,8082,621610,3,11.80,22.00,5,CHP Management Inc,"Cardinal Health Partners, L.P.",4.50
Accentcare Inc,06/05/2000,C900542589,8082,621610,3,11.80,22.00,5,Mission Ventures Inc,"Mission Ventures, L.P.",1.00
Accentcare Inc,06/05/2000,C900542589,8082,621610,3,11.80,22.00,5,Salix Ventures LP,"Salix Ventures, L.P.",1.00
Accentcare Inc,06/05/2000,C900542589,8082,621610,3,11.80,22.00,5,Sightline Partners LLC,"SightLine Healthcare Fund III, L.P.",0.80
Accentcare Inc,06/05/2000,C900542589,8082,621610,3,11.80,22.00,5,Undisclosed Firm,Undisclosed Fund,-
AccentHealth Network  Inc,06/30/2000,C903187744,4841,515210,3,6.00,115.00,7,"Blue Chip Venture Company, Ltd.",Blue Chip Capital Fund IV,0.20
AccentHealth Network  Inc,06/30/2000,C903187744,4841,515210,3,6.00,115.00,7,Massey Burch Capital Corp,Massey Burch Capital Corporation - Unspecified Fund,-
AccentHealth Network  Inc,06/30/2000,C903187744,4841,515210,3,6.00,115.00,7,Miami Valley Economic Development Coalition,"Miami Valley Venture Fund I, L.P.",-
AccentHealth Network  Inc,06/30/2000,C903187744,4841,515210,3,6.00,115.00,7,Richland Ventures,Richland Ventures,-
AccentHealth Network  Inc,06/30/2000,C903187744,4841,515210,3,6.00,115.00,7,T. Rowe Price Threshold Partnerships,T. Rowe Price Threshold Partnerships - Unspecified Fund,-
AccentHealth Network  Inc,06/30/2000,C903187744,4841,515210,3,6.00,115.00,7,Tudor Ventures,"Tudor Private Equity Fund, LP",-
AccentHealth Network  Inc,06/30/2000,C903187744,4841,515210,3,6.00,115.00,7,Undisclosed Firm,Undisclosed Fund,-
"Access360, Inc.",03/16/2000,C900431098,7372,334611,2,18.00,61.00,3,Crosspoint Venture Partners,Crosspoint Venture Partners LS 1997,-
"Access360, Inc.",03/16/2000,C900431098,7372,334611,2,18.00,61.00,3,Undisclosed Firm,Undisclosed Fund,-
"Access360, Inc.",03/16/2000,C900431098,7372,334611,2,18.00,61.00,3,Undisclosed Firm,Undisclosed Fund,-
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,Accel Partners & Co Inc,Accel Partners - Unspecified Fund,0.39
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,Accel Partners & Co Inc,Accel V L.P.,1.61
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,BancBoston Capital/BancBoston Ventures,BancBoston Capital/BancBoston Ventures - Unspecified Fund,15.00
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,Berkeley International Capital Corp,Berkeley International Capital Corporation-Unspecified Fund,7.05
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,Highland Capital Partners LLC,Highland Capital Partners IV Family,4.00
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,Ignite Group,IGNITE Ventures I,0.35
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,NIF SMBC Ventures Usa Inc,"NIF Ventures USA, Inc.-Unspecified Fund",0.45
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,Sequoia Capital,Sequoia Capital VII,1.89
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,Sequoia Capital,"Sequoia Capital VIII, L.P.",-
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,Tudor Ventures,"Tudor Private Equity Fund, LP",2.00
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,Undisclosed Firm,Undisclosed Fund,-
"AccessLan Communications, Inc.",05/16/2000,C900187478,3669,334290,6,35.90,203.00,12,Undisclosed Firm,Undisclosed Fund,1.05
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Invesco Private Capital Inc,Chancellor Partnership Fund,-
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Gabriel Venture Partners,Gabriel Venture Partners,-
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Goldman Sachs & Co,"Goldman, Sachs & Company - Unspecified Fund",-
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Granite Ventures LLC,Granite Ventures LLC - Unspecified Fund,-
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,-
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Moore Capital Holdings LLC,Moore Capital,-
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Riverside Partners LLC,"Riverside Partners II, L.P.",2.78
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Oracle America Inc,"Sun Microsystems, Inc.",10.00
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Sunamerica Ventures,SunAmerica Ventures,2.50
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Undisclosed Firm,Undisclosed Fund,-
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Undisclosed Firm,Undisclosed Fund,-
AccessLine Communications Corporation,04/22/2000,C900545466,4812,517210,5,55.00,220.00,12,Venrock Inc,Venrock Associates - Unspecified Fund,-
Accordia,03/10/2000,C900596020,7375,519130,3,125.00,385.00,3,FirstMark Capital LLC,FirstMark II (FKA: Pequot Private Equity Fund II),10.00
Accordia,03/10/2000,C900596020,7375,519130,3,125.00,385.00,3,Upfront Ventures,"Global Retail Partners, L.P.",-
Accordia,03/10/2000,C900596020,7375,519130,3,125.00,385.00,3,Oak Investment Partners,Oak Investment Partners - Unspecified Fund,5.00
Accruent LLC,02/10/2000,C901289731,7372,511210,1,7.75,13.40,4,FirstMark Capital LLC,"FMVP I (FKA: Pequot Venture Partners, LP)",2.06
Accruent LLC,02/10/2000,C901289731,7372,511210,1,7.75,13.40,4,Red Rock Ventures,"Red Rock Ventures II, L.P.",2.00
Accruent LLC,02/10/2000,C901289731,7372,511210,1,7.75,13.40,4,Undisclosed Firm,Undisclosed Fund,-
Accruent LLC,02/10/2000,C901289731,7372,511210,1,7.75,13.40,4,Undisclosed Firm,Undisclosed Fund,-
Accumetric L L C,02/18/2000,C901076664,3829,325520,4,10.17,103.00,3,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,-
Accumetric L L C,02/18/2000,C901076664,3829,325520,4,10.17,103.00,3,Techno Venture Co Ltd,Techno IX,0.15
Accumetric L L C,02/18/2000,C901076664,3829,325520,4,10.17,103.00,3,Undisclosed Firm,Undisclosed Fund,-
"Achieva College Prep Centers, Inc.",05/01/2000,C901274353,7375,519130,3,14.34,42.00,4,"Arcadia Management, LLC","DHM Arcadia Partners, L.P.",-
"Achieva College Prep Centers, Inc.",05/01/2000,C901274353,7375,519130,3,14.34,42.00,4,New River Capital Partners,New River Capital Partners-Unspecified,-
"Achieva College Prep Centers, Inc.",05/01/2000,C901274353,7375,519130,3,14.34,42.00,4,Staenberg Venture Partners,Staenberg Venture Partners - Unspecified Fund,-
"Achieva College Prep Centers, Inc.",05/01/2000,C901274353,7375,519130,3,14.34,42.00,4,Sciens Capital Partners,Zilkha Venture Partners,-
Achievement Technologies Inc,03/21/2000,C900570324,7372,334611,1,10.00,35.00,3,Monitor Clipper Partners LLC,"Monitor Clipper Equity Partners, L.P.",4.03
Achievement Technologies Inc,03/21/2000,C900570324,7372,334611,1,10.00,35.00,3,Thomas H Lee Partners LP,Thomas H. Lee Partner - Unspecified Fund,-
Achievement Technologies Inc,03/21/2000,C900570324,7372,334611,1,10.00,35.00,3,Weston Presidio Capital,Weston Presidio Capital - Unspecified Fund,-
Achillion Pharmaceuticals Inc,01/28/2000,C900187630,2834,325412,3,17.00,30.00,8,Advent International Corp,Advent International Corporation - Unspecified Fund,2.38
Achillion Pharmaceuticals Inc,01/28/2000,C900187630,2834,325412,3,17.00,30.00,8,Atlas Venture,Atlas Venture V,-
Achillion Pharmaceuticals Inc,01/28/2000,C900187630,2834,325412,3,17.00,30.00,8,Connecticut Innovations Inc,"Connecticut Innovations, Inc. - Unspecified Fund",1.40
Achillion Pharmaceuticals Inc,01/28/2000,C900187630,2834,325412,3,17.00,30.00,8,Oak Investment Partners,Oak Investment Partners VIII,-
Achillion Pharmaceuticals Inc,01/28/2000,C900187630,2834,325412,3,17.00,30.00,8,Sv Life Sciences Advisers Llp,SV Life Sciences Fund I,-
Achillion Pharmaceuticals Inc,01/28/2000,C900187630,2834,325412,3,17.00,30.00,8,Undisclosed Firm,Undisclosed Fund,-
Achillion Pharmaceuticals Inc,01/28/2000,C900187630,2834,325412,3,17.00,30.00,8,Undisclosed Firm,Undisclosed Fund,-
Achillion Pharmaceuticals Inc,01/28/2000,C900187630,2834,325412,3,17.00,30.00,8,Yale University,Yale University,-
ACIST Medical Systems,02/25/2000,C901378423,3841,339112,4,15.40,70.00,5,Pamlico Capital Management LP,First Union Capital Partners,-
ACIST Medical Systems,02/25/2000,C901378423,3841,339112,4,15.40,70.00,5,Mosaix Ventures,"Mosaix Ventures, L.P.",-
ACIST Medical Systems,02/25/2000,C901378423,3841,339112,4,15.40,70.00,5,Undisclosed Firm,Undisclosed Fund,-
